time;X_value;Y_value;Z_value
56,4208;-5,52851;-8,76547;9,43345
56,4227;-4,87938;-8,72477;9,45021
56,4248;-4,43885;-8,85885;9,33769
56,4287;-4,29759;-8,95701;9,25868
56,4287;-3,93128;-9,13418;9,09108
56,4331;-3,56018;-9,38796;8,83012
56,4331;-3,4261;-9,51725;8,63858
56,4346;-3,19865;-9,81413;8,2986
56,4368;-3,10049;-9,953;8,11664
56,4436;-2,94247;-10,19002;7,79103
56,4436;-2,87783;-10,47972;7,58274
56,4468;-2,81798;-10,58746;7,50612
56,4468;-2,59292;-10,75505;7,36965
56,4483;-2,37744;-10,87955;7,32416
56,4518;-2,30083;-10,93462;7,34332
56,4539;-2,29365;-11,11418;7,31219
56,4539;-2,34871;-11,22432;7,2691
56,4568;-2,5594;-11,51162;7,16136
56,4569;-2,66475;-11,60499;7,08474
56,4596;-2,65996;-11,5619;7,05601
56,4609;-2,73178;-11,47331;6,99137
56,463;-2,82276;-11,34403;6,88124
56,4735;-2,8491;-11,28178;6,83575
56,4736;-2,9712;-11,21474;6,74716
56,4736;-3,03824;-11,11658;6,71603
56,4736;-3,03345;-10,69041;6,75913
56,4736;-3,00951;-10,54676;6,78547
56,4757;-2,98318;-10,39592;6,80462
56,4775;-2,95444;-10,09665;6,75195
56,4795;-2,95923;-9,84047;6,62266
56,4818;-2,98318;-9,73991;6,55802
56,489;-2,99275;-9,47894;6,45267
56,489;-3,02388;-9,24671;6,29466
56,4923;-3,04782;-9,14854;6,1917
56,4923;-3,0957;-8,96658;5,95947
56,4923;-3,23696;-8,80138;5,71765
56,4933;-3,36385;-8,75829;5,59076
56,4951;-3,60567;-8,6721;5,35613
56,4976;-3,73974;-8,64097;5,23642
56,4996;-4,02226;-8,58591;5,06404
56,5011;-4,23295;-8,49014;4,92757
56,5029;-4,31675;-8,44225;4,85544
56,5047;-4,42688;-8,32015;4,73573
56,5072;-4,4987;-8,15974;4,59208
56,5096;-4,56335;-8,07115;4,52983
56,5121;-4,64475;-7,91074;4,40054
56,5131;-4,67348;-7,82934;4,32872
56,5153;-4,70461;-7,63301;4,18506
56,5179;-4,66869;-7,42951;4,07014
56,5195;-4,6232;-7,33135;4,01508
56,5211;-4,51546;-7,15896;3,92649
56,5236;-4,3766;-6,96503;3,86185
56,525;-4,27604;-6,87645;3,82115
56,5272;-4,07972;-6,70646;3,76847
56,53;-3,89058;-6,63942;3,74693
56,5326;-3,70862;-6,47901;3,7182
56,5335;-3,61046;-6,4407;3,73735
56,535;-3,51708;-6,40718;3,75411
56,5404;-3,33991;-6,3569;3,79481
56,5404;-3,18668;-6,33775;3,83551
56,5424;-3,13401;-6,33775;3,85945
56,5428;-3,04542;-6,37845;3,90973
56,5447;-2,96642;-6,45028;4,0055
56,5471;-2,93529;-6,47901;4,05338
56,5492;-2,88741;-6,56759;4,1707
56,5526;-2,83952;-6,6897;4,29041
56,5531;-2,83473;-6,74955;4,35266
56,5563;-2,84192;-6,86448;4,48434
56,5575;-2,87783;-6,93391;4,56335
56,5595;-2,90656;-7,06559;4,71658
56,5612;-2,94487;-7,18769;4,87699
56,5641;-2,9712;-7,25712;4,96348
56,5655;-3,0574;-7,39599;5,15262
56,5681;-3,16274;-7,46303;5,36331
56,5692;-3,22738;-7,62104;5,4519
56,5722;-3,29921;-7,70723;5,68892
56,5733;-3,33512;-7,74075;5,81103
56,5751;-3,3878;-7,81019;6,00496
56,5765;-3,48117;-7,92511;6,26592
56,579;-3,58173;-8,02327;6,37366
56,581;-3,76847;-8,19805;6,56999
56,5854;-3,96959;-8,35367;6,79504
56,5854;-4,06296;-8,41831;6,90518
56,5874;-4,24731;-8,52605;7,12066
56,5889;-4,34548;-8,56436;7,24755
56,5932;-4,62081;-8,68407;7,64259
56,5932;-4,71897;-8,71519;7,75991
56,5952;-4,81713;-8,74871;7,86286
56,5969;-4,98263;-8,81575;8,07834
56,6006;-5,1598;-8,86124;8,27945
56,6016;-5,25797;-8,8756;8,36564
56,6032;-5,43274;-8,93067;8,47817
56,6051;-5,63625;-9,03123;8,58591
56,6069;-5,7392;-9,08151;8,61464
56,6091;-5,95228;-9,1677;8,64337
56,613;-6,1534;-9,25389;8,66013
56,613;-6,25395;-9,30177;8,66013
56,615;-6,45986;-9,40233;8,6314
56,6166;-6,54605;-9,44543;8,61224
56,6191;-6,70885;-9,53162;8,55957
56,6212;-6,84772;-9,59387;8,45423
56,6238;-6,91715;-9,61541;8,41113
56,6255;-7,01292;-9,6633;8,31057
56,6272;-7,10868;-9,69203;8,24832
56,629;-7,17093;-9,76385;8,10707
56,6319;-7,25952;-9,83329;7,98736
56,6336;-7,25712;-9,86202;7,93947
56,635;-7,23318;-9,86202;7,803
56,6368;-7,21403;-9,90032;7,66174
56,6393;-7,20924;-9,91469;7,58992
56,6411;-7,18769;-9,953;7,4319
56,6436;-7,27388;-10,01285;7,24276
56,6453;-7,27149;-10,06792;7,15657
56,647;-7,15896;-10,14453;6,96503
56,6492;-7,08714;-10,1589;6,86687
56,6523;-6,8525;-10,21875;6,61069
56,654;-6,7711;-10,24988;6,54126
56,6552;-6,70406;-10,281;6,46943
56,6572;-6,52929;-10,33367;6,31141
56,659;-6,38085;-10,39113;6,14861
56,661;-6,31381;-10,41747;6,07439
56,6636;-6,14861;-10,43423;5,9475
56,6648;-5,99299;-10,42705;5,85412
56,6672;-5,90919;-10,41508;5,80145
56,6691;-5,68892;-10,39592;5,77033
56,6721;-5,41359;-10,37438;5,7823
56,6737;-5,29867;-10,36001;5,79187
56,6753;-5,06404;-10,3217;5,82539
56,6767;-4,92038;-10,27861;5,85652
56,6793;-4,65433;-10,17805;5,93313
56,6814;-4,39336;-10,06792;6,04326
56,6834;-4,26647;-10,00327;6,08157
56,6856;-4,06057;-9,87159;6,16058
56,6872;-3,95522;-9,79019;6,22283
56,6892;-3,75411;-9,58908;6,36169
56,6922;-3,54342;-9,3712;6,5245
56,6934;-3,4668;-9,25628;6,58914
56,6957;-3,33033;-9,02883;6,72801
56,697;-3,22499;-8,78702;6,85011
56,6992;-3,1795;-8,67689;6,92912
56,7012;-3,10767;-8,41831;7,05362
56,7033;-3,04542;-8,14537;7,14939
56,7057;-3,0143;-8,00172;7,20924
56,7201;-3,00233;-7,75512;7,31219
56,7202;-3,03106;-7,65456;7,36008
56,7202;-3,15316;-7,47021;7,44866
56,7202;-3,21302;-7,43908;7,4726
56,7202;-3,28006;-7,40796;7,49176
56,7202;-3,45244;-7,39359;7,50373
56,7202;-3,66792;-7,44148;7,51809
56,7214;-3,76608;-7,475;7,52528
56,7236;-3,95762;-7,55879;7,53485
56,7253;-4,19704;-7,62583;7,48218
56,7276;-4,33111;-7,79343;7,44866
56,7294;-4,59208;-7,96102;7,44627
56,7359;-4,74531;-8,04482;7,42711
56,7359;-4,79798;-8,07355;7,42232
56,7359;-4,90362;-8,15495;7,41993
56,7375;-4,99221;-8,21002;7,41754
56,7393;-5,11431;-8,27705;7,41993
56,7411;-5,17656;-8,30818;7,33374
56,7431;-5,2029;-8,31776;7,3074
56,7447;-5,29627;-8,34409;7,226
56,7474;-5,32022;-8,35367;7,18769
56,7488;-5,37289;-8,34649;7,12305
56,7523;-5,35852;-8,301;7,08953
56,7529;-5,33458;-8,27705;7,0608
56,755;-5,23642;-8,15734;6,98658
56,7572;-5,14304;-8,06158;6,88602
56,7598;-5,10713;-8,04242;6,8142
56,7611;-5,04488;-7,98975;6,66097
56,7634;-5,03052;-7,97299;6,51732
56,7651;-4,997;-7,93468;6,45507
56,7672;-4,88657;-7,8461;6,32099
56,769;-4,82192;-7,79582;6,23959
56,7721;-4,63996;-7,6809;6,07199
56,7729;-4,5825;-7,60907;6,02411
56,7759;-4,53222;-7,55879;5,97862
56,7776;-4,47955;-7,49415;5,87328
56,7789;-4,40054;-7,40078;5,76075
56,7809;-4,35266;-7,36008;5,72484
56,7841;-4,25689;-7,23558;5,66977
56,7855;-4,14197;-7,15657;5,63864
56,7883;-4,10845;-7,01531;5,55724
56,7891;-4,05099;-6,85011;5,51893
56,7924;-4,01029;-6,66336;5,41838
56,793;-3,99113;-6,57478;5,37528
56,7954;-4,03423;-6,42155;5,27233
56,7987;-4,0893;-6,36409;5,2436
56,8001;-4,15155;-6,18452;5,17656
56,8018;-4,18985;-5,96665;5,09037
56,8038;-4,20422;-5,84933;5,05925
56,8048;-4,28562;-5,65062;5,08798
56,8078;-4,36942;-5,58118;5,12629
56,8095;-4,53941;-5,41598;5,22684
56,8118;-4,68066;-5,23163;5,33937
56,8133;-4,70939;-5,10953;5,39444
56,8156;-4,7884;-4,84108;5,52372
56,818;-4,9563;-4,64715;5,74399
56,8198;-5,03291;-4,55856;5,87806
56,8231;-5,16938;-4,41012;6,17495
56,8232;-5,27712;-4,35745;6,4814
56,8257;-5,32979;-4,26168;6,61308
56,8274;-5,42795;-4,13239;6,87405
56,8291;-5,52133;-4,09887;7,0201
56,8326;-5,85891;-4,14676;7,50852
56,8335;-5,9475;-4,14436;7,63541
56,8357;-6,00975;-4,13;7,74075
56,8374;-6,12227;-4,12042;7,94665
56,8397;-6,24438;-4,22098;8,23635
56,8414;-6,30423;-4,27365;8,36325
56,8439;-6,3593;-4,33111;8,55478
56,8456;-6,39521;-4,38857;8,629
56,848;-6,40718;-4,51068;8,73914
56,8492;-6,33296;-4,68066;8,76308
56,8547;-6,26114;-4,85065;8,71041
56,8547;-6,2348;-4,94433;8,6721
56,8547;-6,17016;-5,14544;8,5069
56,8582;-6,13185;-5,23163;8,41831
56,8592;-6,06002;-5,30824;8,53323
56,8613;-5,92116;-5,37528;8,33212
56,8635;-5,81103;-5,38246;8,01369
56,8654;-5,53091;-5,33937;7,17333
56,8686;-5,4088;-5,32979;6,69688
56,8689;-5,23163;-5,51415;5,72244
56,872;-5,0784;-5,7392;4,84826
56,8733;-5,04967;-5,823;4,49631
56,8752;-5,04009;-5,95468;3,91213
56,8781;-5,01376;-6,10312;3,46202
56,8791;-5,02573;-6,19889;3,304
56,881;-5,02094;-6,30184;3,0957
56,8833;-5,0808;-6,28747;3,03824
56,8852;-5,0784;-6,21804;2,96402
56,888;-5,05206;-6,12227;2,81319
56,8893;-5,05685;-6,05284;2,77249
56,8921;-5,01615;-5,74399;2,74376
56,8932;-4,99939;-5,67935;2,77727
56,895;-4,97545;-5,55006;2,83952
56,8981;-4,9156;-5,35852;3,11964
56,8994;-4,87699;-5,17177;3,58412
56,9013;-4,88178;-5,14065;3,94804
56,9038;-4,86262;-5,02573;4,54659
56,9052;-4,85065;-4,97066;4,80277
56,9077;-4,77883;-4,90123;5,32022
56,9086;-4,65433;-4,81235;5,76793
56,9126;-4,49392;-4,73334;6,24917
56,9127;-4,4173;-4,69503;6,46704
56,915;-4,26407;-4,55377;6,83096
56,9171;-4,15873;-4,52504;6,94588
56,919;-3,90494;-4,45561;7,10629
56,9212;-3,76847;-4,41251;7,226
56,9235;-3,70383;-4,28802;7,30022
56,9261;-3,65595;-4,13718;7,38162
56,9272;-3,61046;-4,0462;7,36247
56,9296;-3,41653;-3,94804;7,16614
56,9323;-3,24654;-4,00071;6,8956
56,9333;-3,18668;-3,99592;6,73519
56,9354;-3,0981;-4,01029;6,47901
56,9376;-3,07894;-3,97437;6,30663
56,9392;-3,06937;-3,95522;6,23719
56,9411;-3,05979;-3,91691;6,05524
56,943;-3,04303;-3,86664;5,92595
56,9453;-2,98796;-3,72059;5,66498
56,9473;-2,90177;-3,58651;5,37528
56,9504;-2,77967;-3,46202;5,00658
56,952;-2,59292;-3,32315;4,61123
56,9532;-2,52349;-3,26809;4,46758
56,9554;-2,46842;-3,20823;4,36224
56,9574;-2,32716;-3,08134;4,16831
56,9591;-2,12605;-2,91374;4,01268
56,9616;-2,02549;-2,83234;3,92888
56,9633;-1,82199;-2,66714;3,7972
56,9648;-1,71664;-2,59292;3,72538
56,9697;-1,52511;-2,50433;3,58891
56,9697;-1,36948;-2,3966;3,52905
56,973;-1,30963;-2,26491;3,55778
56,9736;-1,28329;-2,18112;3,59609
56,9759;-1,23062;-2,01352;3,72538
56,9776;-1,23062;-1,93212;3,80199
56,9797;-1,2785;-1,7765;3,98874
56,9811;-1,33836;-1,72383;4,11324
56,9834;-1,37188;-1,59693;4,39575
56,9865;-1,4868;-1,48919;4,70939
56,9871;-1,56341;-1,43652;4,86981
56,9891;-1,75734;-1,34315;5,12389
56,994;-1,92254;-1,25217;5,31782
56,994;-1,96564;-1,20668;5,38007
56,9958;-1,9824;-1,18513;5,49499
56,9973;-1,98719;-1,12049;5,59555
56,9996;-1,97522;-1,09176;5,62428
57,0014;-1,95606;-1,04387;5,68653
57,0035;-1,93212;-0,99599;5,71526
57,0048;-1,90818;-0,85952;5,73681
57,0074;-1,94649;-0,75178;5,70568
57,0092;-1,97043;-0,71347;5,69611
57,0135;-2,06141;-0,73981;5,6578
57,0135;-2,1476;-0,73263;5,63146
57,0159;-2,24337;-0,71587;5,60752
57,0173;-2,42293;-0,68474;5,54288
57,0195;-2,58095;-0,68474;5,4495
57,0213;-2,65038;-0,7422;5,38246
57,0238;-2,75812;-0,79009;5,18614
57,0251;-2,78206;-0,826;5,07122
57,027;-2,78924;-0,94332;4,80037
57,0292;-2,71502;-1,12767;4,52265
57,0324;-2,6025;-1,27372;4,21619
57,0334;-2,52588;-1,34075;4,06057
57,0358;-2,35111;-1,46765;3,7589
57,0371;-2,229;-1,52511;3,61285
57,0397;-1,96325;-1,6089;3,33512
57,0413;-1,79805;-1,64721;3,19865
57,043;-1,45328;-1,70707;2,95684
57,045;-1,12049;-1,74537;2,7653
57,0471;-0,92895;-1,74777;2,67432
57,0491;-0,52194;-1,71425;2,52828
57,0529;-0,14844;-1,68312;2,42054
57,0529;0,02634;-1,66636;2,38462
57,056;0,36631;-1,62806;2,38702
57,0575;0,67756;-1,58017;2,43011
57,0592;0,81403;-1,54426;2,45885
57,0613;1,09176;-1,45328;2,5618
57,0638;1,21386;-1,39821;2,6432
57,0653;1,45328;-1,29287;2,83234
57,0674;1,61609;-1,17076;3,04542
57,0694;1,65918;-1,10133;3,15795
57,0725;1,76453;-0,8691;3,48596
57,0737;1,78368;-0,80206;3,57694
57,0756;1,78368;-0,7446;3,6751
57,077;1,74298;-0,62968;3,85466
57,0792;1,64721;-0,59855;4,01268
57,0814;1,56581;-0,52194;4,07733
57,0834;1,39821;-0,48123;4,16112
57,0855;1,30963;-0,47405;4,19464
57,0874;1,10133;-0,4525;4,23295
57,0892;0,83558;-0,43096;4,23055
57,0922;0,59137;-0,42617;4,22577
57,0933;0,47405;-0,4118;4,22337
57,0955;0,20351;-0,41659;4,17788
57,0974;0,0814;-0,43574;4,16831
57,0994;-0,13647;-0,47405;4,14436
57,1039;-0,23703;-0,49081;4,12042
57,1039;-0,4142;-0,52433;4,10127
57,1055;-0,56024;-0,56743;4,08451
57,1082;-0,62489;-0,58179;4,06296
57,1093;-0,72544;-0,62249;3,99113
57,113;-0,75657;-0,72305;3,881
57,113;-0,79727;-0,75417;3,79002
57,1151;-0,92656;-0,84515;3,65834
57,1196;-0,97444;-0,91459;3,51469
57,1214;-0,98402;-0,99599;3,46441
57,1214;-0,98162;-1,08218;3,39977
57,1234;-0,96965;-1,13246;3,37104
57,125;-0,96486;-1,28808;3,31118
57,127;-0,93853;-1,45807;3,304
57,1298;-0,91459;-1,50595;3,30639
57,1341;-0,87867;-1,64003;3,42371
57,1341;-0,88585;-1,69988;3,45962
57,1357;-0,89543;-1,75734;3,48596
57,1372;-0,87867;-1,82199;3,58412
57,1395;-0,87628;-1,86269;3,65355
57,1444;-0,89543;-1,95846;3,82354
57,1444;-0,94092;-2,02071;4,07972
57,1454;-0,97683;-2,06141;4,24971
57,1476;-1,05584;-2,20027;4,59208
57,1498;-1,16837;-2,32238;4,98024
57,1533;-1,29287;-2,50194;5,41838
57,1556;-1,35272;-2,58095;5,6171
57,1556;-1,49398;-2,7246;6,00017
57,1572;-1,55623;-2,77967;6,16058
57,162;-1,72861;-2,8898;6,37127
57,1621;-1,86748;-2,9736;6,44788
57,163;-2,14281;-3,15316;6,55802
57,1658;-2,42533;-3,32794;6,60111
57,1674;-2,5594;-3,40934;6,59872
57,1691;-2,83234;-3,61046;6,57717
57,1739;-3,11486;-3,77087;6,56041
57,1739;-3,25372;-3,86424;6,57717
57,1777;-3,57933;-4,06775;6,66815
57,1777;-3,91452;-4,1707;6,83335
57,1795;-4,07733;-4,37421;6,90039
57,1813;-4,41251;-4,60166;7,04404
57,1835;-4,56095;-4,69982;7,08953
57,1852;-4,9132;-4,99221;7,19488
57,1871;-5,26515;-5,27473;7,16854
57,189;-5,41359;-5,40641;7,15657
57,1924;-5,87328;-5,89482;7,02728
57,1927;-6,01453;-6,0696;6,96024
57,196;-6,14382;-6,21804;6,88602
57,1976;-6,33536;-6,47661;6,76392
57,1993;-6,40958;-6,61069;6,70646
57,2018;-6,52689;-6,86208;6,61308
57,2042;-6,6466;-7,16375;6,58675
57,2048;-6,6897;-7,31698;6,59632
57,2079;-6,70646;-7,60189;6,65379
57,2088;-6,6897;-7,8868;6,70646
57,2121;-6,67773;-8,23635;6,75913
57,2131;-6,65618;-8,4255;6,7711
57,215;-6,52929;-8,70322;6,76871
57,221;-6,46225;-8,82533;6,76631
57,221;-6,33296;-9,09108;6,76631
57,221;-6,25156;-9,20361;6,73998
57,2239;-6,07918;-9,44064;6,64181
57,2257;-5,94271;-9,704;6,59154
57,2268;-5,86609;-9,81892;6,57717
57,2288;-5,72723;-10,09904;6,54844
57,2326;-5,62667;-10,37198;6,52689
57,2332;-5,5764;-10,49169;6,53886
57,2357;-5,50217;-10,71675;6,51971
57,2378;-5,43035;-10,79815;6,54605
57,2395;-5,40162;-10,98969;6,66097
57,2413;-5,33698;-11,12376;6,79026
57,2443;-5,29867;-11,17883;6,86448
57,2449;-5,31064;-11,34642;7,04643
57,2472;-5,45908;-11,59781;7,24276
57,2514;-5,53809;-11,73907;7,33613
57,252;-5,70568;-11,88033;7,55161
57,2531;-5,76075;-11,91385;7,59471
57,2554;-5,84215;-11,96652;7,64259
57,2571;-6,04087;-12,01919;7,72639
57,2589;-6,12946;-12,0168;7,73357
57,2622;-6,32817;-11,98567;7,72399
57,2637;-6,53168;-12,01201;7,69047
57,2652;-6,65379;-12,0575;7,6402
57,267;-6,85969;-12,07186;7,45345
57,2696;-7,05362;-12,04792;7,20685
57,2729;-7,20924;-11,99046;6,85011
57,2741;-7,25952;-11,93779;6,64181
57,2757;-7,38641;-11,8899;6,1917
57,2772;-7,42472;-11,82526;5,97623
57,2794;-7,39359;-11,71034;5,63625
57,2811;-7,30501;-11,61218;5,53091
57,2839;-7,02968;-11,38952;5,3274
57,2863;-6,80462;-11,20995;5,14783
57,2873;-6,70646;-11,11658;5,07122
57,2887;-6,49816;-10,89152;4,92517
57,294;-6,30184;-10,64971;4,90841
57,294;-6,18452;-10,51085;4,90841
57,2954;-5,95947;-10,22354;4,94193
57,297;-5,85173;-10,05834;4,9539
57,2994;-5,67456;-9,78061;5,02573
57,3031;-5,52851;-9,47894;5,13586
57,3031;-5,43514;-9,30417;5,21726
57,3052;-5,28909;-9,01207;5,37768
57,3072;-5,16699;-8,7535;5,55245
57,3092;-5,08798;-8,60506;5,62907
57,3135;-4,90841;-8,29621;5,84455
57,3136;-4,88896;-8,02566;5,91158
57,3158;-4,83868;-7,86525;5,9882
57,3178;-4,68545;-7,54443;6,21804
57,3189;-4,59447;-7,39359;6,34254
57,3212;-4,46279;-7,1422;6,56759
57,3234;-4,37421;-6,91475;6,71603
57,327;-4,30477;-6,77589;6,80223
57,3271;-4,14436;-6,5245;6,9387
57,3292;-4,09648;-6,39521;6,99616
57,3337;-4,13;-6,34493;7,0177
57,3337;-4,11563;-6,34015;7,03446
57,3356;-4,01747;-6,32817;7,11826
57,3375;-3,93607;-6,30902;7,14699
57,3388;-3,76847;-6,30663;7,13741
57,3407;-3,70622;-6,32817;7,1039
57,3436;-3,66792;-6,42634;6,91236
57,3453;-3,67749;-6,60351;6,70406
57,3477;-3,7182;-6,73758;6,60111
57,3492;-3,76368;-7,05362;6,42155
57,3565;-3,7589;-7,39359;6,30184
57,3565;-3,76129;-7,54443;6,24438
57,3565;-3,7565;-7,85089;6,07918
57,3576;-3,77805;-8,05679;5,97144
57,36;-3,88579;-8,48774;5,75835
57,3608;-4,07254;-9,0001;5,55964
57,3661;-4,16352;-9,23234;5,48063
57,3661;-4,25689;-9,63696;5,37768
57,3678;-4,36942;-10,05355;5,23642
57,3695;-4,37421;-10,18763;5,19093
57,372;-4,33111;-10,49887;5,21008
57,3731;-4,2928;-10,56352;5,27712
57,3762;-4,25928;-10,62816;5,34655
57,3774;-4,18985;-10,7359;5,49739
57,3791;-4,16831;-10,78618;5,58358
57,3812;-4,07972;-10,8173;5,77272
57,384;-3,93128;-10,80533;6,01214
57,386;-3,86903;-10,79575;6,11748
57,3874;-3,8403;-10,80294;6,28029
57,3899;-3,90015;-10,85322;6,38085
57,3926;-3,89537;-10,82688;6,55323
57,3929;-3,89297;-10,78857;6,649
57,3961;-3,85227;-10,7359;6,74716
57,3972;-3,84509;-10,64013;6,90757
57,3991;-3,85706;-10,53718;7,05362
57,4014;-3,87142;-10,47733;7,11826
57,4034;-3,86185;-10,35762;7,2667
57,4063;-3,9648;-10,31213;7,3912
57,407;-4,0055;-10,26424;7,4319
57,4085;-4,13239;-10,17087;7,52288
57,4123;-4,27844;-10,1182;7,58034
57,4126;-4,32872;-10,05355;7,59231
57,4162;-4,4173;-9,93145;7,61625
57,4177;-4,46519;-9,89075;7,62583
57,4202;-4,55617;-9,84286;7,64738
57,4216;-4,70939;-9,84765;7,60907
57,4233;-4,80037;-9,85483;7,58992
57,4253;-4,95869;-9,85483;7,55879
57,4281;-5,13107;-9,83089;7,48697
57,4292;-5,21966;-9,80216;7,44148
57,4326;-5,4088;-9,77582;7,3098
57,4327;-5,63146;-9,79258;7,20685
57,4358;-5,68892;-9,76146;7,16614
57,4386;-5,79187;-9,69682;7,09432
57,4386;-5,84694;-9,68484;7,07277
57,4412;-5,9475;-9,6609;7,04883
57,4432;-5,9858;-9,6226;7,00813
57,4451;-6,01453;-9,60584;6,977
57,4471;-6,04566;-9,57711;6,92672
57,4494;-6,06242;-9,56514;6,86687
57,454;-6,14382;-9,52443;6,79504
57,4541;-6,16297;-9,50289;6,78547
57,4555;-6,16058;-9,48134;6,7735
57,4573;-6,12227;-9,42867;6,75195
57,4599;-6,04087;-9,33769;6,76392
57,4614;-5,97144;-9,26825;6,75913
57,4637;-5,79187;-9,11503;6,7304
57,4654;-5,64822;-8,97616;6,66815
57,4671;-5,58597;-8,92349;6,62984
57,472;-5,47823;-8,83251;6,5652
57,472;-5,30585;-8,71998;6,49337
57,4729;-5,18614;-8,65055;6,43831
57,4749;-4,90841;-8,54281;6,31141
57,4769;-4,78362;-8,49493;6,26114
57,4796;-4,5418;-8,42071;6,17495
57,4837;-4,26407;-8,33691;6,09594
57,4837;-4,13;-8,32015;6,05045
57,4867;-3,82354;-8,27705;5,91158
57,4878;-3,48835;-8,15734;5,82539
57,4901;-3,34709;-8,08312;5,7823
57,4923;-3,06697;-8,03763;5,74878
57,4934;-2,97839;-8,05439;5,70808
57,4956;-2,89698;-8,10228;5,66259
57,4972;-2,78206;-8,15734;5,66498
57,4991;-2,72939;-8,18129;5,66019
57,5012;-2,61926;-8,21002;5,65301
57,5045;-2,51631;-8,23875;5,69132
57,5066;-2,48039;-8,25072;5,71047
57,5074;-2,44209;-8,26269;5,7392
57,5094;-2,44448;-8,27227;5,75596
57,5123;-2,45166;-8,29381;5,79187
57,5133;-2,45645;-8,2986;5,80624
57,5171;-2,46363;-8,29381;5,81821
57,5178;-2,50912;-8,31057;5,80863
57,5212;-2,58574;-8,33452;5,84694
57,5212;-2,64559;-8,35127;5,84694
57,5246;-2,78206;-8,3824;5,85412
57,5253;-2,95205;-8,42789;5,85891
57,5279;-3,02388;-8,44465;5,86131
57,5296;-3,21062;-8,51408;5,85652
57,5326;-3,45723;-8,59548;5,88285
57,5339;-3,57454;-8,63379;5,89722
57,5359;-3,79002;-8,7128;5,9451
57,5381;-3,90255;-8,75829;5,9451
57,5428;-4,11563;-8,83251;5,96665
57,5428;-4,2952;-8,89715;5,98341
57,5437;-4,35984;-8,93307;6,00496
57,5446;-4,49631;-9,01926;5,99538
57,5479;-4,61602;-9,07911;6,00975
57,5493;-4,65912;-9,11024;6,02172
57,5534;-4,77643;-9,23234;6,0696
57,5534;-4,80277;-9,23234;6,0696
57,5557;-4,8315;-9,29698;6,09115
57,5578;-4,87938;-9,37599;6,08636
57,5592;-4,90602;-9,42388;6,08397
57,5627;-4,91081;-9,4981;6,11748
57,5649;-4,90841;-9,55795;6,13185
57,5649;-4,89375;-9,57471;6,14621
57,5704;-4,86502;-9,60344;6,16297
57,5704;-4,81713;-9,64654;6,20846
57,5744;-4,86023;-9,67766;6,24917
57,5744;-4,88178;-9,71358;6,2755
57,575;-4,85784;-9,74949;6,30663
57,5768;-4,77883;-9,79258;6,34733
57,5796;-4,68545;-9,82371;6,4407
57,5808;-4,65193;-9,85723;6,50295
57,5829;-4,60405;-9,88596;6,53647
57,5854;-4,55138;-9,90511;6,59154
57,587;-4,53701;-9,91948;6,58914
57,5889;-4,52504;-9,96976;6,61787
57,5931;-4,55856;-9,9913;6,71364
57,5932;-4,56335;-9,98891;6,76871
57,5951;-4,59687;-9,99609;6,88124
57,597;-4,6256;-10,00567;6,92912
57,599;-4,707;-10,07271;7,04643
57,6063;-4,80756;-10,1589;7,22121
57,6063;-4,86023;-10,18284;7,31937
57,6063;-4,99221;-10,26424;7,48936
57,6071;-5,10234;-10,36719;7,71442
57,6129;-5,1598;-10,42944;7,83413
57,6129;-5,31543;-10,57549;8,06637
57,6129;-5,50457;-10,67844;8,18368
57,6149;-5,56442;-10,82448;8,4638
57,6165;-5,68413;-10,96335;8,7535
57,6186;-5,74638;-11,04475;8,88997
57,6207;-5,89243;-11,20037;9,16051
57,6233;-6,06002;-11,36557;9,38078
57,625;-6,13664;-11,44937;9,49331
57,6272;-6,21325;-11,55951;9,73991
57,6291;-6,2779;-11,66964;9,91708
57,6324;-6,38324;-11,79414;10,04876
57,6335;-6,41676;-11,8516;10,08947
57,6347;-6,43831;-11,90188;10,09186
57,6368;-6,3569;-11,9761;10,02961
57,6388;-6,30902;-12,05511;9,93384
57,641;-6,33296;-12,11496;9,8668
57,6437;-6,33057;-12,19876;9,62738
57,6451;-6,21565;-12,20355;9,25868
57,647;-6,14861;-12,16524;9,04799
57,649;-6,11988;-12,11017;8,65534
57,6519;-6,17495;-12,10299;8,36085
57,6542;-6,25874;-12,10538;8,21241
57,6548;-6,34972;-12,0575;7,92032
57,6567;-6,32578;-11,99046;7,78385
57,6586;-6,20607;-11,80132;7,61386
57,6605;-6,16058;-11,62415;7,41754
57,6631;-6,17734;-11,58345;7,32895
57,665;-6,01214;-11,42064;7,23079
57,6711;-5,81821;-11,22432;7,13263
57,6712;-5,67456;-11,11897;7,05362
57,6712;-5,37289;-10,89631;6,79504
57,6724;-5,30585;-10,76702;6,72322
57,6745;-5,21726;-10,49887;6,64421
57,6766;-5,04967;-10,17805;6,50774
57,6786;-4,98503;-10,02961;6,40958
57,6804;-4,98503;-9,83568;6,22044
57,6827;-4,96348;-9,6226;6,06481
57,6851;-4,9132;-9,49331;5,98341
57,6866;-4,85544;-9,24671;5,8206
57,6885;-4,75488;-9,13418;5,70808
57,6912;-4,5418;-8,59548;5,66019
57,6926;-4,46758;-8,44944;5,60991
57,6956;-4,42209;-8,3393;5,57879
57,6965;-4,31675;-8,1765;5,46626
57,6985;-4,13957;-8,03524;5,39204
57,7004;-4,01508;-7,92032;5,38725
