time;X_value;Y_value;Z_value
24,9448;-5,246;-8,11664;5,85652
24,9449;-5,20529;-8,12383;5,89961
24,9452;-5,10234;-8,13101;5,99299
24,9476;-5,10953;-8,18368;6,03848
24,9487;-5,06643;-8,27227;6,08875
24,9507;-4,9132;-8,23156;6,13903
24,9529;-4,8315;-8,21241;6,12227
24,9556;-4,55138;-8,14058;6,00017
24,9567;-4,47955;-8,12861;5,94031
24,9586;-4,41251;-8,11185;5,88285
24,9607;-4,34548;-8,16692;5,7392
24,9627;-4,20661;-8,18608;5,67695
24,9647;-4,11084;-8,18847;5,68174
24,967;-3,9648;-8,23396;5,6985
24,9688;-3,89537;-8,26987;5,69611
24,9706;-3,81157;-8,37522;5,70808
24,9733;-3,80439;-8,5907;5,73441
24,9778;-3,62482;-8,65055;5,83976
24,9779;-3,53624;-8,65294;5,89482
24,981;-3,38061;-8,66013;5,89243
24,9811;-3,304;-8,6697;5,84455
24,9832;-3,25133;-8,76068;5,6985
24,9847;-3,26569;-8,99771;5,53091
24,9871;-3,21781;-9,03841;5,46387
24,989;-3,04303;-9,03123;5,40401
24,9914;-2,96163;-9,04559;5,36331
24,9931;-2,82755;-9,09108;5,28909
24,9958;-2,74854;-9,1677;5,25557
24,9967;-2,71742;-9,21558;5,25797
24,999;-2,66714;-9,28022;5,29388
25,0007;-2,60489;-9,32332;5,31782
25,0027;-2,54743;-9,33769;5,35373
25,0078;-2,44927;-9,36881;5,35373
25,0078;-2,43969;-9,3712;5,40162
25,0091;-2,3942;-9,31614;5,57161
25,0109;-2,19069;-9,19643;5,6578
25,0132;-2,09971;-9,14854;5,71047
25,0163;-1,95606;-9,0432;5,7392
25,0174;-1,92015;-8,98574;5,75596
25,0189;-1,901;-8,94025;5,7799
25,0214;-1,89142;-8,88039;5,83257
25,0254;-1,82917;-8,82054;5,92595
25,0254;-1,81241;-8,80378;5,97144
25,0268;-1,83635;-8,73914;6,14382
25,0286;-1,88184;-8,72238;6,22044
25,0307;-1,97282;-8,71519;6,31381
25,0328;-2,0231;-8,66252;6,39761
25,0359;-2,15478;-8,64097;6,45028
25,0447;-2,26491;-8,67928;6,46943
25,0447;-2,38223;-8,62421;6,54605
25,0447;-2,3942;-8,56196;6,61308
25,0448;-2,46842;-8,47338;6,69209
25,0454;-2,65038;-8,47098;6,72322
25,0471;-2,76291;-8,49732;6,72561
25,0491;-2,91374;-8,5069;6,70406
25,051;-2,97599;-8,51169;6,69449
25,0532;-3,31836;-8,65534;6,69209
25,0557;-3,59849;-8,78702;6,63942
25,0567;-3,7158;-8,8349;6,65379
25,0587;-3,90494;-8,89955;6,67773
25,0607;-4,06057;-8,89476;6,6873
25,0633;-4,13479;-8,88518;6,68252
25,0649;-4,26168;-8,89476;6,68012
25,0666;-4,30238;-8,8756;6,65379
25,0697;-4,23534;-8,69125;6,63703
25,0712;-4,4987;-8,83969;6,67055
25,0756;-4,60644;-8,91391;6,71125
25,0757;-4,8315;-9,05038;6,76392
25,077;-4,89375;-9,08151;6,78307
25,0796;-4,9563;-9,11263;6,80701
25,0856;-5,02812;-9,17967;6,86448
25,0857;-5,14065;-9,24431;6,92912
25,0857;-5,19332;-9,26586;6,94827
25,0898;-5,2843;-9,32332;7,02728
25,0898;-5,325;-9,33529;7,06559
25,0911;-5,35613;-9,34487;7,12305
25,0928;-5,38725;-9,3305;7,18051
25,0957;-5,30106;-9,22755;7,22839
25,0966;-5,23881;-9,15812;7,23558
25,0985;-5,12868;-9,02644;7,20206
25,1007;-5,10234;-8,98334;7,16136
25,1026;-5,10234;-8,90912;7,07995
25,1045;-5,15262;-8,88997;7,02728
25,1066;-5,19811;-8,878;6,94827
25,1085;-5,25797;-8,89715;6,88842
25,1106;-5,28909;-8,91391;6,86687
25,1127;-5,35134;-8,94264;6,83335
25,1156;-5,40162;-8,91631;6,80941
25,1165;-5,43514;-8,90673;6,80941
25,1186;-5,47105;-8,88039;6,80223
25,1206;-5,50217;-8,78941;6,79504
25,1226;-5,4902;-8,72716;6,79744
25,1247;-5,41359;-8,58112;6,78547
25,1266;-5,35852;-8,48774;6,74477
25,1286;-5,19332;-8,28424;6,67055
25,1308;-5,02573;-8,11664;6,55323
25,1326;-4,9563;-8,04003;6,49337
25,1355;-4,67588;-7,82694;6,33775
25,1366;-4,5825;-7,77188;6,2779
25,1386;-4,48913;-7,71681;6,21565
25,1406;-4,32153;-7,6378;6,09354
25,1427;-4,14915;-7,60189;5,99777
25,1446;-4,07493;-7,55161;5,92834
25,1466;-3,93846;-7,47739;5,77272
25,1488;-3,87621;-7,44148;5,70089
25,1512;-3,72777;-7,37205;5,57879
25,1533;-3,6344;-7,32656;5,45429
25,1598;-3,59609;-7,3481;5,32022
25,1598;-3,59849;-7,37205;5,25557
25,1598;-3,60567;-7,44627;5,246
25,1617;-3,5937;-7,48218;5,26515
25,163;-3,59849;-7,55879;5,29388
25,165;-3,61046;-7,60428;5,29627
25,1671;-3,67989;-7,6809;5,30106
25,1688;-3,77326;-7,75033;5,33219
25,1706;-3,83312;-7,79582;5,34895
25,1745;-3,94086;-7,84131;5,41359
25,176;-4,04381;-7,87243;5,48781
25,1767;-4,07014;-7,8868;5,53091
25,1807;-4,09169;-7,89877;5,59315
25,1808;-4,16112;-7,87483;5,65301
25,184;-4,23534;-7,88919;5,68892
25,1845;-4,35505;-7,93947;5,77751
25,1868;-4,42448;-7,97299;5,83497
25,1933;-4,57771;-8,04242;5,93313
25,1934;-4,72376;-8,09031;6,00975
25,1934;-4,80995;-8,11904;6,06002
25,1958;-4,98982;-8,14298;6,1917
25,1968;-5,03052;-8,14777;6,20607
25,1986;-5,06404;-8,15256;6,20607
25,2007;-5,12868;-8,12622;6,2348
25,203;-5,13586;-8,0951;6,23719
25,2047;-5,1215;-7,99454;6,22044
25,2066;-5,05925;-7,82216;6,16058
25,2086;-5,02094;-7,73357;6,12467
25,2157;-4,9563;-7,58513;6,02411
25,2157;-4,89884;-7,40078;5,9044
25,2157;-4,88657;-7,25473;5,79666
25,2167;-4,89135;-7,20206;5,73441
25,2187;-4,93954;-7,13741;5,60034
25,2213;-4,97545;-7,11826;5,51893
25,2235;-5,04967;-7,10629;5,37528
25,2251;-5,08798;-7,12066;5,30106
25,2271;-5,23402;-7,16854;5,11671
25,2286;-5,38725;-7,25473;4,92038
25,2312;-5,4495;-7,28346;4,84108
25,2328;-5,55485;-7,3505;4,65912
25,2354;-5,68892;-7,40796;4,47955
25,2368;-5,73681;-7,41514;4,40054
25,2385;-5,80624;-7,46303;4,28802
25,2405;-5,87806;-7,4726;4,20661
25,2425;-5,91877;-7,53246;4,16591
25,2447;-5,98341;-7,58992;4,12282
25,2467;-5,9858;-7,61147;4,11084
25,2485;-5,94031;-7,63062;4,10845
25,2505;-5,88046;-7,65935;4,12282
25,2526;-5,823;-7,6809;4,11324
25,2563;-5,60513;-7,63541;4,2952
25,2572;-5,48542;-7,60907;4,39097
25,2591;-5,3681;-7,57555;4,5011
25,2606;-5,06404;-7,44627;4,73813
25,2625;-4,89375;-7,36486;4,87459
25,2646;-4,5825;-7,20924;5,13347
25,2667;-4,37421;-7,11347;5,36092
25,2685;-4,30956;-7,06798;5,45669
25,2708;-4,18746;-6,93151;5,61231
25,2729;-4,14436;-6,88363;5,76793
25,2757;-4,23774;-6,95306;5,91637
25,2767;-4,31675;-7,00573;5,96904
25,2793;-4,52504;-7,12784;6,05524
25,2808;-4,6663;-7,19727;6,06481
25,2832;-4,92517;-7,29304;6,04087
25,2848;-5,04967;-7,32416;6,01932
25,2868;-5,31543;-7,40317;5,95468
25,2938;-5,56921;-7,45584;5,85412
25,2939;-5,71286;-7,45584;5,79427
25,2939;-5,95468;-7,44866;5,66498
25,2961;-6,13185;-7,47739;5,53809
25,2968;-6,21804;-7,49415;5,49978
25,2988;-6,36169;-7,5157;5,41838
25,3011;-6,5245;-7,53006;5,38246
25,3034;-6,59872;-7,58274;5,30106
25,3074;-6,74477;-7,67611;5,22924
25,3074;-6,80701;-7,72399;5,17417
25,3096;-6,91236;-7,81737;5,10234
25,3107;-6,94109;-7,85568;5,06164
25,3128;-6,95306;-7,86046;5,03291
25,3229;-6,9387;-7,87962;4,9946
25,3229;-6,90757;-7,88201;5,01376
25,3229;-6,83814;-7,87004;5,04488
25,3229;-6,62745;-7,81737;5,18614
25,3229;-6,57957;-7,81258;5,29388
25,3247;-6,55084;-7,82455;5,60752
25,327;-6,50295;-7,803;5,9858
25,3286;-6,45028;-7,77188;6,12706
25,3307;-6,32578;-7,69047;6,39282
25,3332;-6,12467;-7,58992;6,65857
25,3378;-5,93553;-7,46063;6,88363
25,3378;-5,80863;-7,37205;6,96264
25,3388;-5,58118;-7,29783;6,9794
25,3407;-5,50696;-7,20924;6,96743
25,3443;-5,29867;-7,12784;6,94827
25,3492;-5,18375;-7,08235;6,88124
25,3492;-5,00658;-7,09671;6,79504
25,3492;-4,77404;-7,11826;6,77828
25,3506;-4,66391;-7,12066;6,78786
25,3526;-4,40054;-7,1039;6,86926
25,3563;-4,10606;-7,06319;6,99855
25,3566;-3,98395;-7,03207;7,07517
25,3588;-3,78523;-6,99855;7,23797
25,3605;-3,7158;-6,9794;7,31459
25,3631;-3,53384;-6,91236;7,54922
25,3663;-3,37822;-6,87884;7,72399
25,3671;-3,32555;-6,87884;7,77906
25,3687;-3,21062;-6,85729;7,84849
25,371;-3,11007;-6,78307;7,83413
25,3726;-3,06937;-6,73279;7,79343
25,3758;-2,94726;-6,59632;7,63541
25,3766;-2,91374;-6,49098;7,44387
25,3786;-2,89698;-6,4407;7,34332
25,3808;-2,92571;-6,39042;7,13502
25,3828;-2,95205;-6,37127;7,0201
25,3845;-3,01669;-6,34972;6,77828
25,3869;-3,10289;-6,37606;6,58675
25,3887;-3,1388;-6,39282;6,51013
25,3905;-3,22978;-6,40479;6,4
25,3931;-3,40455;-6,44788;6,40239
25,3958;-3,62961;-6,46704;6,40479
25,3964;-3,7182;-6,50056;6,40958
25,3985;-3,97437;-6,5652;6,41915
25,4006;-4,16591;-6,73279;6,47183
25,4027;-4,49631;-6,83335;6,51253
25,4109;-4,57053;-6,81899;6,50056
25,4109;-4,66391;-6,76631;6,47901
25,4109;-4,76686;-6,76871;6,4814
25,4109;-4,82192;-6,76871;6,49577
25,4132;-4,94433;-6,74237;6,51253
25,4157;-5,10234;-6,78307;6,56759
25,4171;-5,1598;-6,80701;6,58435
25,419;-5,17896;-6,81899;6,62506
25,4206;-5,17417;-6,8142;6,65857
25,4236;-5,1598;-6,80941;6,73519
25,4246;-5,10234;-6,76152;6,77589
25,4267;-5,06164;-6,71364;6,80223
25,4289;-4,94193;-6,58196;6,80941
25,4306;-4,87938;-6,45746;6,78307
25,4327;-4,87459;-6,45746;6,77828
25,4354;-4,85305;-6,46704;6,75674
25,4369;-4,84586;-6,43591;6,68012
25,4387;-4,8722;-6,37127;6,63224
25,4406;-5,01376;-6,34972;6,54126
25,4426;-5,0808;-6,33057;6,50535
25,4446;-5,21726;-6,28987;6,42634
25,4465;-5,29627;-6,31141;6,37366
25,4485;-5,29627;-6,32099;6,3593
25,4505;-5,23881;-6,30184;6,4431
25,4528;-5,13347;-6,2779;6,59154
25,4557;-5,01376;-6,20607;6,79026
25,4566;-4,9563;-6,15819;6,86687
25,4586;-4,90841;-6,10551;6,94109
25,4607;-4,82671;-6,09594;7,08235
25,4634;-4,7501;-6,13185;7,2667
25,4649;-4,68785;-6,13903;7,34332
25,4667;-4,59687;-6,16537;7,49415
25,4689;-4,47716;-6,20368;7,60428
25,4706;-4,44124;-6,18452;7,63301
25,4728;-4,37421;-6,16297;7,66653
25,4756;-4,35266;-6,1941;7,66414
25,4768;-4,34548;-6,1917;7,66893
25,4785;-4,39815;-6,1941;7,62344
25,4816;-4,45322;-6,17255;7,58752
25,4826;-4,53462;-5,9882;7,41035
25,485;-4,93714;-6,14861;7,31459
25,4875;-5,18853;-6,3186;7,28825
25,4888;-5,55245;-6,49577;7,10868
25,495;-5,81821;-6,52929;6,8549
25,495;-5,98341;-6,5652;6,75434
25,4955;-6,29466;-6,58435;6,6083
25,4969;-6,53168;-6,55323;6,5221
25,5001;-6,64181;-6,47901;6,38085
25,5007;-6,87884;-6,45746;6,32817
25,5034;-6,99855;-6,44788;6,36169
25,5064;-7,22839;-6,38803;6,48859
25,5074;-7,37444;-6,39282;6,62745
25,5091;-7,42472;-6,40718;6,71125
25,5106;-7,57795;-6,45986;6,9387
25,5127;-7,6809;-6,51492;7,11108
25,5161;-7,68329;-6,40718;7,23797
25,5168;-7,64738;-6,34493;7,28825
25,519;-7,60428;-6,28268;7,31698
25,5209;-7,51091;-6,16297;7,34332
25,5225;-7,3912;-6,10551;7,35529
25,5247;-7,31219;-6,0696;7,35289
25,5273;-7,1446;-5,94031;7,27867
25,5288;-6,90997;-5,73441;7,46063
25,5307;-6,76392;-5,60991;7,75033
25,5337;-6,47422;-5,50696;7,52767
25,5354;-6,14861;-5,42317;6,72322
25,5366;-6,01214;-5,39683;6,55562
25,545;-5,75357;-5,33698;6,72561
25,545;-5,62188;-5,2867;6,82138
25,545;-5,31303;-5,14065;6,67055
25,5451;-5,03291;-5,05206;6,39521
25,547;-4,90602;-5,01376;6,40958
25,5514;-4,707;-4,89375;6,46464
25,5514;-4,57293;-4,77643;6,46943
25,5526;-4,5418;-4,73573;6,50295
25,556;-4,48434;-4,60644;6,51732
25,5574;-4,48673;-4,55856;6,47422
25,5597;-4,41491;-4,41012;6,42634
25,5608;-4,47716;-4,21619;6,34733
25,5626;-4,55377;-4,14676;6,32339
25,5646;-4,63278;-4,08451;6,24198
25,5668;-4,55617;-4,0869;6,12946
25,5695;-4,51307;-4,11084;6,09354
25,5707;-4,55617;-4,15155;6,07439
25,5728;-4,61123;-4,12042;6,06002
25,5762;-4,707;-4,09648;6,16297
25,5767;-4,75967;-4,09169;6,23719
25,5786;-4,83389;-4,08451;6,3162
25,5807;-4,97784;-3,98156;6,50774
25,5827;-5,01855;-3,82593;6,64421
25,5847;-5,05925;-3,74932;6,72561
25,587;-5,0784;-3,62003;6,79744
25,5888;-5,04967;-3,60088;6,78068
25,5906;-5,04009;-3,59609;6,85011
25,5928;-5,09037;-3,61764;7,1015
25,5955;-5,10474;-3,66552;6,7304
25,5967;-5,01615;-3,68946;6,50535
25,599;-4,88417;-3,73256;6,42394
25,6006;-4,83389;-3,73735;6,44549
25,6032;-4,73573;-3,77326;6,50056
25,6048;-4,54419;-3,85227;6,58675
25,6067;-4,43646;-3,89776;6,69209
25,6091;-4,36463;-3,86185;6,62266
25,6106;-4,31435;-3,69904;6,38803
25,6125;-4,19464;-3,66073;6,3593
25,6156;-3,87861;-3,52187;6,34254
25,6167;-3,70622;-3,42131;6,36648
25,6188;-3,37343;-3,20344;6,36169
25,6208;-3,14119;-3,03824;6,26832
25,6242;-3,05261;-2,96402;6,23001
25,6253;-2,90417;-2,74854;6,20607
25,6269;-2,79403;-2,57616;6,17495
25,6294;-2,71263;-2,49236;6,151
25,6309;-2,46363;-2,45166;6,1534
25,6328;-2,37026;-2,41575;6,10551
25,6358;-2,2697;-2,22421;5,98102
25,6369;-2,17633;-2,12366;5,85412
25,6388;-2,05183;-2,01831;5,66737
25,6411;-1,84593;-1,85551;5,26275
25,6436;-1,63045;-1,73101;4,83389
25,6451;-1,52271;-1,66397;4,65672
25,6473;-1,4054;-1,57538;4,31196
25,649;-1,28329;-1,51314;4,11084
25,651;-1,23062;-1,47243;4,06296
25,6533;-1,16837;-1,32878;4,01268
25,6621;-1,13485;-1,22583;4,08451
25,6621;-1,13485;-1,15401;4,19943
25,6621;-1,14922;-1,02232;4,52744
25,6622;-1,17555;-0,9505;4,69024
25,6643;-1,32639;-0,81642;4,90841
25,6653;-1,46765;-0,69671;5,07361
25,6669;-1,49638;-0,62728;5,19332
25,6688;-1,54665;-0,4549;5,48781
25,6716;-1,75016;-0,38307;5,74399
25,6729;-1,82678;-0,35434;5,92116
25,6756;-1,85551;-0,30167;6,37845
25,6778;-1,81959;-0,27533;6,67533
25,6786;-1,95606;-0,31125;7,21882
25,6807;-2,21703;-0,45011;7,62344
25,6829;-2,33435;-0,54827;7,79582
25,6848;-2,52828;-0,77333;7,90117
25,6867;-2,94726;-1,04148;7,50373
25,6886;-3,16035;-1,16358;7,1829
25,6904;-3,49075;-1,35751;6,54126
25,6943;-3,69665;-1,43173;6,26592
25,6958;-3,87861;-1,5275;5,79666
25,6966;-3,99353;-1,54665;5,76314
25,6985;-4,10127;-1,55863;5,79427
25,701;-4,34548;-1,63285;5,99059
25,7031;-4,62799;-1,73101;6,25635
25,7048;-4,77164;-1,76213;6,36169
25,7068;-5,08798;-1,89381;6,46225
25,7088;-5,51654;-2,17394;6,21565
25,7107;-5,68413;-2,3128;6,04087
25,713;-5,9475;-2,54264;5,67456
25,7155;-6,14382;-2,74376;5,30824
25,7164;-6,20607;-2,83234;5,16699
25,7185;-6,3569;-2,97599;4,9563
25,7205;-6,41197;-2,99993;4,90123
25,7234;-6,49816;-3,00472;4,90602
25,725;-6,42394;-2,91135;5,01136
25,7269;-6,35212;-2,82037;5,09995
25,7285;-6,12467;-2,62165;5,33458
25,7305;-5,85412;-2,50433;5,55245
25,7334;-5,71765;-2,26491;5,65062
25,7357;-5,43993;-2,03986;5,87088
25,7368;-5,28909;-1,93212;5,99059
25,7386;-5,00418;-1,70467;6,20607
25,7405;-4,69982;-1,51314;6,39521
25,7426;-4,55856;-1,43892;6,47661
25,7448;-4,24731;-1,29766;6,59632
25,7469;-3,98156;-1,16837;6,70406
25,7492;-3,87621;-1,09654;6,75434
25,7509;-3,71101;-0,97923;6,74237
25,7528;-3,64398;-0,92416;6,69928
25,7564;-3,47159;-0,87388;6,4838
25,7569;-3,40934;-0,8667;6,37606
25,7617;-3,35667;-0,86191;6,26832
25,7617;-3,28484;-0,88107;6,0265
25,7636;-3,20344;-0,91698;5,85891
25,765;-3,18429;-0,92656;5,80384
25,7668;-3,18429;-0,95768;5,74159
25,7686;-3,12204;-0,96965;5,71047
25,7705;-3,08613;-0,96965;5,6985
25,7729;-3,07894;-0,92895;5,73202
25,7758;-3,12443;-0,84994;5,81103
25,7767;-3,15077;-0,83079;5,85412
25,7793;-3,23935;-0,81163;5,94031
25,7816;-3,27527;-0,81642;5,96665
25,7834;-3,33512;-0,80924;5,93313
25,785;-3,34709;-0,87388;5,84215
25,7866;-3,31597;-0,90501;5,7823
25,7888;-3,23457;-0,96007;5,6985
25,7953;-3,08134;-0,9912;5,66977
25,7954;-2,99993;-1,01035;5,67695
25,799;-2,86586;-1,05345;5,76075
25,799;-2,80361;-1,05345;5,86131
25,7991;-2,71263;-1,05105;6,11988
25,8006;-2,59531;-1,04387;6,38324
25,8048;-2,54743;-1,02711;6,51253
25,8052;-2,48518;-1,01754;6,71843
25,8067;-2,45166;-1,06542;6,80941
25,809;-2,46603;-1,08697;6,8118
25,8114;-2,54025;-1,11809;6,73758
25,8126;-2,59292;-1,13964;6,63703
25,816;-2,78446;-1,18752;6,17973
25,8167;-2,82037;-1,20428;6,01214
25,8187;-2,84192;-1,23062;5,84215
25,8207;-2,84431;-1,26414;5,54527
25,8229;-2,81558;-1,2378;5,36092
25,8251;-2,78206;-1,21386;5,33937
25,8267;-2,71981;-1,1995;5,4519
25,8284;-2,71263;-1,1971;5,76554
25,8306;-2,71024;-1,18752;5,98102
25,8326;-2,69348;-1,1564;6,42873
25,8363;-2,73657;-1,1564;6,80701
25,8366;-2,78685;-1,17795;6,95546
25,8385;-2,94966;-1,25696;7,08714
25,8408;-3,04542;-1,31921;7,09192
25,8426;-3,22499;-1,42694;7,00573
25,8452;-3,3447;-1,49638;6,80941
25,8465;-3,38301;-1,52989;6,70885
25,8485;-3,46441;-1,58975;6,59154
25,8505;-3,4692;-1,61609;6,58196
25,8531;-3,45244;-1,68073;6,65379
25,8564;-3,4285;-1,70228;6,85729
25,8569;-3,42371;-1,71425;6,99616
25,859;-3,42371;-1,7334;7,2691
25,8604;-3,41892;-1,74777;7,50133
25,8627;-3,42371;-1,75495;7,58752
25,8647;-3,45244;-1,76692;7,63541
25,8669;-3,53624;-1,79805;7,48218
25,8689;-3,60088;-1,81002;7,3098
25,8709;-3,70862;-1,87705;6,83575
25,8741;-3,76847;-1,92015;6,54844
25,8763;-3,84509;-2,00155;5,69371
25,8766;-3,83551;-2,04465;5,46866
25,8786;-3,82593;-2,09253;5,29388
25,8807;-3,78284;-2,17633;5,09277
25,883;-3,61524;-2,24576;5,2436
25,8849;-3,52666;-2,2721;5,38965
25,8868;-3,37582;-2,33195;5,7823
25,8887;-3,26569;-2,37744;6,04566
25,891;-3,16753;-2,4373;6,62027
25,8931;-3,02388;-2,47321;7,12784
25,8959;-2,94966;-2,46363;7,46303
25,8977;-2,93769;-2,47082;7,55879
25,8994;-2,99275;-2,54982;7,52288
25,9005;-3,04064;-2,60489;7,40317
25,9041;-3,14838;-2,74376;7,11587
25,9066;-3,25372;-2,84431;6,7711
25,9085;-3,3016;-2,88262;6,54844
25,9091;-3,35188;-2,92811;6,06481
25,9108;-3,39258;-2,95205;5,84215
25,9125;-3,44765;-2,97599;5,54527
25,9158;-3,48596;-2,98318;5,38725
25,9179;-3,53145;-3,00472;5,28191
25,9194;-3,61524;-3,07894;5,24839
25,9206;-3,68228;-3,13401;5,51415
25,9231;-3,71101;-3,16274;5,72962
25,9298;-3,78523;-3,20584;6,26353
25,9299;-3,90973;-3,25611;6,83814
25,9299;-3,9624;-3,35667;7,09432
25,9308;-4,11803;-3,44765;7,51809
25,9328;-4,19704;-3,47638;7,65696
25,9358;-4,4604;-3,58412;7,75033
25,9372;-4,57532;-3,64158;7,69287
25,9388;-4,69024;-3,69665;7,60189
25,9406;-4,92517;-3,79002;7,36247
25,9438;-5,15741;-3,89537;7,11108
25,9453;-5,25078;-3,93367;6,98658
25,9466;-5,43035;-3,97198;6,84053
25,9487;-5,49978;-3,99113;6,82138
25,9504;-5,67695;-4,13479;6,55562
25,9527;-5,83976;-4,26647;6,45986
25,9563;-5,93313;-4,35984;6,5221
25,9572;-5,95707;-4,38378;6,57717
25,9592;-5,97623;-4,46279;6,69449
25,9607;-5,95228;-4,5011;6,72801
25,9627;-5,89243;-4,54898;6,75195
25,9649;-5,83018;-4,58968;6,75195
25,9683;-5,79187;-4,59926;6,7304
25,9686;-5,73681;-4,66391;6,70167
25,9707;-5,71526;-4,67588;6,70406
25,9732;-5,72962;-4,72137;6,72322
25,9754;-5,77272;-4,75967;6,77828
25,9769;-5,80384;-4,78362;6,80462
25,9786;-5,83257;-4,83868;6,8142
25,9804;-5,88285;-4,94433;6,78547
25,9824;-5,91158;-5,00658;6,73758
25,9844;-5,9451;-5,06164;6,56759
25,9866;-5,89004;-5,0784;6,45507
25,9883;-5,85652;-5,13107;6,16776
25,9912;-5,79906;-5,16459;5,81581
25,9932;-5,76314;-5,18135;5,63864
25,9954;-5,60752;-5,22924;5,17177
25,9965;-5,52612;-5,22205;5,0377
25,9985;-5,46387;-5,24121;4,92278
26,0009;-5,35852;-5,28909;4,78362
26,0025;-5,24121;-5,33937;4,80995
26,0044;-5,16938;-5,33937;4,9156
26,0068;-5,02812;-5,37289;5,34176
26,0086;-4,95869;-5,39683;5,63625
26,0105;-4,84347;-5,44711;6,33536
26,0133;-4,77643;-5,49739;7,07038
26,0167;-4,73573;-5,56682;7,70005
26,0173;-4,74531;-5,62667;7,9682
26,0195;-4,80037;-5,76554;8,32733
26,0208;-4,83868;-5,83976;8,40634
26,0235;-4,89884;-5,93792;8,32015
26,0252;-4,98742;-5,98102;7,99933
26,0271;-5,00658;-6,08397;7,74794
26,0291;-5,03291;-6,16776;7,13741
26,0312;-5,05446;-6,22522;6,82377
26,0327;-5,05446;-6,3186;6,23001
26,0353;-5,05925;-6,37845;5,7392
26,0364;-5,06164;-6,42873;5,54766
26,0385;-5,06643;-6,53168;5,27951
26,0457;-5,04009;-6,66576;5,22684
26,0505;-4,98982;-6,70167;5,27951
26,0506;-4,91081;-6,72322;5,51175
26,0506;-4,88896;-6,74237;5,71047
26,0506;-4,86262;-6,81659;6,1941
26,0506;-4,90362;-6,89081;6,71364
26,0528;-4,93475;-6,93391;6,95785
26,0564;-5,05446;-7,01531;7,61147
26,0566;-5,12868;-7,03925;7,77427
26,0587;-5,2029;-7,07517;7,89877
26,0632;-5,38965;-7,17572;8,0113
26,0632;-5,60273;-7,23558;7,92032
26,0648;-5,70808;-7,24994;7,81737
26,0666;-5,90919;-7,30022;7,55161
26,0684;-5,99538;-7,32177;7,41035
26,0714;-6,13903;-7,32895;7,12784
26,0727;-6,23959;-7,3098;6,87405
26,0753;-6,34493;-7,29064;6,64421
26,0764;-6,38803;-7,29064;6,54605
26,0786;-6,47183;-7,28346;6,38564
26,0805;-6,49337;-7,28107;6,31381
26,0835;-6,4838;-7,2691;6,18452
26,0849;-6,45028;-7,25712;6,12946
26,087;-6,42155;-7,23079;6,00496
26,0887;-6,32578;-7,17333;5,92595
26,0907;-6,28747;-7,14699;5,89004
26,0931;-6,18452;-7,13502;5,78469
26,0954;-6,05524;-7,07038;5,71286
26,0966;-5,98102;-7,03446;5,65301
26,0988;-5,80624;-6,95067;5,5333
26,1006;-5,64822;-6,89321;5,45908
26,1028;-5,56921;-6,8525;5,43035
26,1045;-5,38486;-6,73519;5,45669
26,1066;-5,27951;-6,67055;5,50936
26,1089;-5,13826;-6,54365;5,66498
26,1106;-4,9539;-6,39761;5,89961
26,1135;-4,86502;-6,32099;6,05763
26,1155;-4,57053;-6,09115;6,65379
26,1165;-4,48673;-6,09115;6,85729
26,1185;-4,4173;-6,05045;7,05362
26,1208;-4,2952;-6,03848;7,34571
26,1224;-4,23534;-6,04566;7,47979
26,1244;-4,22337;-6,12706;7,5133
26,1266;-4,14436;-6,14861;7,46303
26,1287;-4,09648;-6,16776;7,37444
26,1306;-4,05578;-6,24438;7,08714
26,1327;-4,05338;-6,32817;6,74477
26,1356;-4,06535;-6,39282;6,41437
26,1368;-4,08451;-6,42634;6,26592
26,1387;-4,13718;-6,52929;6,05284
26,1408;-4,16112;-6,59393;5,97862
26,1426;-4,18267;-6,71603;5,90919
26,1447;-4,20901;-6,79744;5,90201
26,1466;-4,22577;-6,96743;5,96186
26,1487;-4,15155;-7,11826;6,05524
26,1507;-4,1276;-7,22361;6,09833
26,1527;-4,09169;-7,45106;6,23001
26,1557;-4,07014;-7,71921;6,34254
26,1581;-4,08211;-7,85328;6,37845
26,1587;-4,09408;-8,16932;6,36648
26,1609;-4,17309;-8,5045;6,32099
26,1631;-4,20901;-8,66731;6,28747
26,1648;-4,29999;-8,98095;6,14861
26,1667;-4,35984;-9,13897;6,07439
26,1691;-4,47955;-9,44782;5,89243
26,1707;-4,61841;-9,7447;5,69371
26,1726;-4,68066;-9,87159;5,60513
26,182;-4,85784;-10,20678;5,34176
26,1821;-4,91799;-10,31213;5,26754
26,1821;-4,95869;-10,38874;5,21008
26,1821;-4,93475;-10,45338;5,14544
26,1852;-4,89135;-10,46535;5,13826
26,1853;-4,87938;-10,47493;5,21008
26,1894;-4,88178;-10,41029;5,3681
26,1894;-4,85065;-10,35762;5,46387
26,193;-4,7884;-10,29537;5,65301
26,193;-4,72855;-10,16847;5,94271
26,1955;-4,67109;-10,00567;6,25874
26,1974;-4,66151;-9,93145;6,34972
26,199;-4,75967;-9,8285;6,49098
26,2019;-4,84347;-9,75428;6,55084
26,2029;-5,01855;-9,61302;6,59872
26,2051;-5,14544;-9,5795;6,56759
26,2069;-5,24121;-9,42627;6,53408
26,2116;-5,25318;-9,24431;6,49337
26,2116;-5,22924;-9,14854;6,4407
26,2128;-5,15741;-8,93785;6,28508
26,2157;-5,15741;-8,77744;6,04805
