time;X_value;Y_value;Z_value
7,93;3,01909;7,97299;9,63217
7,9329;3,06218;7,89159;9,58429
7,9341;3,07416;7,8461;9,55556
7,9387;3,1388;7,62823;9,42148
7,9387;3,1388;7,62823;9,42148
7,9398;3,13162;7,55401;9,37839
7,9427;3,16274;7,40796;9,23474
7,944;3,19626;7,29064;9,17488
7,9462;3,24414;7,23797;9,13178
7,9482;3,32794;7,13981;9,05996
7,9502;3,36864;7,1039;9,02165
7,9531;3,4668;6,96264;8,90912
7,9539;3,51708;6,91715;8,85166
7,9581;3,632;6,73758;8,77505
7,9582;3,67749;6,73758;8,77505
7,9602;3,69665;6,60111;8,70562
7,9637;3,6751;6,45746;8,59788
7,964;3,68228;6,37366;8,53802
7,9659;3,68468;6,2755;8,52845
7,9678;3,66073;6,13185;8,57154
7,9732;3,59849;5,96426;8,50211
7,9732;3,58891;5,87806;8,58351
7,9738;3,56975;5,83736;8,59788
7,9793;3,41174;5,79187;8,56196
7,9793;3,41174;5,79187;8,56196
7,98;3,38301;5,7799;8,54281
7,9831;3,3447;5,75117;8,47098
7,9837;3,37822;5,79187;8,43268
7,9874;3,3447;5,72962;8,45423
7,9879;3,26809;5,68892;8,44944
7,99;3,19387;5,63625;8,39437
7,993;3,18189;5,56682;8,301
7,9936;3,18668;5,52612;8,27705
7,9987;3,25851;5,31303;8,15016
7,9987;3,25851;5,31303;8,15016
7,9999;3,31597;5,29627;8,12383
8,0029;3,44047;5,27233;8,10707
8,0038;3,45723;5,2436;8,10228
8,0062;3,51469;5,25557;8,09749
8,008;3,60327;5,29867;8,0951
8,0099;3,62003;5,26754;8,12143
8,0125;3,63919;5,14544;8,18129
8,0139;3,69186;5,06882;8,20762
8,0188;3,80678;4,92757;8,26508
8,0188;3,80678;4,92757;8,26508
8,0207;3,82593;4,88178;8,27466
8,024;4,02705;4,72615;8,26269
8,024;4,08451;4,66151;8,24354
8,0262;4,13718;4,58968;8,22917
8,0282;4,28083;4,44603;8,21002
8,0298;4,3359;4,31675;8,28184
8,0327;4,34069;4,2138;8,29381
8,034;4,34069;4,15873;8,2986
8,0387;4,31196;3,92649;8,38958
8,0387;4,32393;3,85227;8,43747
8,0402;4,34308;3,76368;8,48774
8,043;4,37181;3,56497;8,52845
8,0442;4,37181;3,46202;8,52366
8,046;4,36463;3,24654;8,54281
8,0483;4,35026;3,10767;8,55957
8,0501;4,33351;2,87065;8,60745
8,0529;4,40533;2,72939;8,74392
8,0538;4,4604;2,65756;8,78941
8,0587;4,707;2,26013;8,84927
8,0587;4,707;2,26013;8,84927
8,06;4,76446;2,1452;8,81096
8,0627;4,83629;1,84354;8,74153
8,0638;4,87699;1,73819;8,73195
8,0658;4,98982;1,60651;8,80378
8,0678;5,04967;1,49877;8,96419
8,0697;5,04728;1,42934;9,00489
8,0726;5,06882;1,25456;9,06475
8,0739;5,0784;1,13964;9,07432
8,0781;5,18375;0,89783;9,23474
8,0788;5,18375;0,89783;9,23474
8,0798;5,20529;0,83797;9,2898
8,0827;5,26036;0,67038;9,32572
8,0839;5,30824;0,42138;9,41669
8,0857;5,34416;0,29688;9,47655
8,0901;5,37289;0,14126;9,53162
8,0901;5,38965;0,0431;9,55795
8,0931;5,45669;-0,22027;9,59626
8,0931;5,4519;-0,2897;9,52922
8,0991;5,33698;-0,73981;9,07193
8,0991;5,33698;-0,73981;9,07193
8,0999;5,26036;-0,79966;9,07672
8,103;5,2843;-0,8667;9,20601
8,1031;5,32022;-0,92177;9,25868
8,1061;5,34416;-0,9912;9,23952
8,1079;5,46387;-1,14682;9,14376
8,1096;5,50696;-1,29047;9,17727
8,1131;5,55245;-1,51074;9,23474
8,1141;5,574;-1,652;9,23952
8,1181;5,68413;-1,95367;9,28501
8,1182;5,68413;-1,95367;9,28501
8,1197;5,68413;-2,07338;9,29938
8,1227;5,70329;-2,28646;9,27783
8,1237;5,70329;-2,38462;9,21319
8,1256;5,68892;-2,46363;9,26586
8,1273;5,63864;-2,44209;9,26586
8,1292;5,62428;-2,37026;9,32332
8,1324;5,57161;-2,48518;9,28741
8,1339;5,48781;-2,60968;9,16051
8,1382;5,39204;-2,96163;9,0001
8,1382;5,39204;-2,96163;9,0001
8,1397;5,37049;-2,99036;8,96419
8,1426;5,25078;-2,98318;8,99771
8,1433;5,1598;-3,00951;9,09827
8,1454;5,06164;-3,08134;9,19882
8,1478;5,04009;-3,13162;9,21319
8,1492;5,01136;-3,14119;9,17727
8,1524;4,96348;-3,20344;8,99771
8,1534;4,92038;-3,23696;8,70083
8,1586;4,67827;-3,32315;8,26269
8,1586;4,67827;-3,32315;8,26269
8,1595;4,57053;-3,3447;8,07115
8,1624;4,36702;-3,47399;7,6809
8,1635;4,35505;-3,51469;7,62583
8,1651;4,34308;-3,56018;7,5971
8,1672;4,24492;-3,62722;7,58752
8,1702;4,13;-3,73256;7,50133
8,1726;4,07254;-3,81636;7,37205
8,1735;3,99832;-3,87861;7,36008
8,1784;3,77566;-4,04381;7,47979
8,1784;3,74453;-4,06775;7,52528
8,1798;3,70144;-4,0893;7,57077
8,1822;3,61524;-4,19225;7,61147
8,1834;3,59849;-4,24492;7,64738
8,1855;3,59609;-4,29759;7,75991
8,1874;3,57215;-4,33829;7,76709
8,1893;3,53863;-4,41491;7,78864
8,1919;3,54342;-4,46758;7,81258
8,1931;3,56257;-4,5011;7,83173
8,1983;3,59849;-4,57532;7,83892
8,1983;3,59849;-4,57532;7,83892
8,1993;3,52666;-4,61602;7,76948
8,2024;3,26569;-4,83629;7,52049
8,2037;3,24175;-4,85305;7,43669
8,2055;3,27527;-4,82432;7,43669
8,2077;3,31836;-4,80277;7,51091
8,2094;3,32794;-4,73573;7,52049
8,2127;3,27527;-4,72137;7,40796
8,2137;3,2633;-4,71179;7,32895
8,2186;3,20823;-4,69982;6,81899
8,2186;3,20823;-4,69982;6,81899
8,2264;3,19626;-4,69742;6,69449
8,2264;2,91374;-4,97545;6,08636
8,2265;2,96163;-4,89644;5,75117
8,2265;2,95684;-4,85544;5,64343
8,2278;2,9736;-4,87699;5,60034
8,2292;3,02388;-4,88178;5,59315
8,2327;3,03106;-4,77643;5,34895
8,2335;3,01669;-4,75967;5,27951
8,2388;2,94966;-4,72615;4,99939
8,2389;2,94966;-4,71418;4,99939
8,2397;2,9305;-4,71418;4,94193
8,2425;2,92332;-4,65433;4,80516
8,2431;2,92093;-4,63757;4,7477
8,2454;2,90896;-4,63996;4,69742
8,2471;2,89698;-4,60166;4,63517
8,249;2,92093;-4,56574;4,54419
8,2519;2,97599;-4,48195;4,46997
8,2553;3,02148;-4,44364;4,45561
8,2582;2,83473;-4,34787;4,31914
8,2582;2,83473;-4,34787;4,42209
8,2592;2,89698;-4,34787;4,47716
8,2626;3,00233;-4,28323;4,53222
8,2632;3,04542;-4,22577;4,57053
8,2653;3,07176;-4,14197;4,62799
8,2676;3,07416;-4,10845;4,66869
8,2691;3,13401;-4,03662;4,77404
8,2721;3,20344;-3,9648;4,85065
8,2731;3,24175;-3,90255;4,93475
8,2781;3,22499;-3,73735;5,16459
8,2782;3,22499;-3,73735;5,16459
8,2794;3,22978;-3,73735;5,19811
8,2821;3,31836;-3,69665;5,22684
8,283;3,36146;-3,67989;5,21966
8,2852;3,45004;-3,62003;5,25557
8,2874;3,49075;-3,53384;5,26515
8,2894;3,45962;-3,53145;5,2436
8,2919;3,40455;-3,5506;5,1622
8,2932;3,36625;-3,62003;4,96587
8,2985;3,34231;-3,57694;4,8291
8,2986;3,34231;-3,57694;4,8291
8,2997;3,35907;-3,56257;4,78122
8,3029;3,33273;-3,56497;4,67109
8,3037;3,25851;-3,59849;4,60405
8,3055;3,21062;-3,62003;4,5011
8,3087;3,08613;-3,58891;4,29999
8,3101;2,71742;-3,57694;4,18746
8,312;2,68151;-3,68228;4,0869
8,3132;2,77967;-3,68228;4,01986
8,3189;3,02867;-3,62003;3,94564
8,319;3,03345;-3,62003;3,89776
8,3192;3,03585;-3,61524;3,83791
8,3228;3,10767;-3,52426;3,74453
8,3238;3,11246;-3,47878;3,71101
8,3263;2,89459;-3,50751;3,58412
8,3276;2,71263;-3,51708;3,45244
8,3298;2,59053;-3,45004;3,31358
8,3329;2,61686;-3,47638;3,21781
8,3338;2,53785;-3,51229;3,13401
8,3428;2,4373;-3,41653;3,04542
8,3428;2,4373;-3,41653;3,04542
8,3428;2,41096;-3,44286;3,0143
8,3428;2,44209;-3,50511;2,87783
8,3436;2,5187;-3,50751;2,82516
8,3455;2,62405;-3,51229;2,85868
8,3475;2,69587;-3,5506;2,87065
8,3521;2,73657;-3,62003;2,86107
8,3547;2,72221;-3,63919;2,88741
8,3547;2,66235;-3,66313;2,86586
8,358;2,64559;-3,66313;2,82516
8,3581;2,64559;-3,66313;2,82516
8,3593;2,67911;-3,6751;2,78206
8,3621;2,83952;-3,67271;2,68151
8,3643;2,9712;-3,69186;2,66235
8,3664;3,03106;-3,70622;2,69108
8,3672;3,14359;-3,69904;2,81558
8,3689;3,16992;-3,68707;2,91135
8,3722;3,20584;-3,68468;3,35428
8,3737;3,1795;-3,7182;3,49793
8,3778;3,04064;-3,91691;3,81875
8,3779;3,04064;-3,91691;3,81875
8,3791;2,89459;-3,99353;3,81157
8,3818;2,82276;-4,03184;3,96959
8,383;2,77249;-4,06057;4,01508
8,3849;2,71981;-4,09169;4,05099
8,387;2,67672;-4,13239;4,08211
8,389;2,60968;-4,22098;4,05578
8,3919;2,55701;-4,32153;3,97916
8,3932;2,55701;-4,39097;3,9217
8,3977;2,54743;-4,58011;3,67031
8,3977;2,57137;-4,61602;3,58173
8,3991;2,57377;-4,64236;3,49553
8,403;2,58334;-4,69742;3,31358
8,403;2,59771;-4,72855;3,21781
8,4052;2,61447;-4,7908;3,00472
8,4072;2,63123;-4,8315;2,89938
8,4092;2,6839;-4,9539;2,73657
8,4119;2,71263;-4,9946;2,63602
8,413;2,74376;-5,01855;2,6001
8,419;2,90896;-5,16938;2,54743
8,419;2,90896;-5,16938;2,54743
8,4196;2,95444;-5,2029;2,54264
8,422;3,04782;-5,21248;2,53785
8,423;3,09091;-5,24121;2,54743
8,425;3,18429;-5,28191;2,60729
8,4273;3,29682;-5,32261;2,67911
8,4291;3,35667;-5,36331;2,71502
8,4317;3,46202;-5,44471;2,79882
8,4329;3,52426;-5,48781;2,83234
8,4382;3,74214;-5,74159;2,98796
8,4383;3,74214;-5,74159;2,98796
8,4396;3,80439;-5,80863;3,0143
8,4419;3,94804;-6,03369;3,14359
8,4431;3,98395;-6,11988;3,15077
8,4451;4,01986;-6,21325;3,15316
8,447;4,10366;-6,38803;3,21302
8,449;4,18506;-6,53886;3,23457
8,4527;4,25928;-6,74237;3,20344
8,4544;4,31675;-6,86208;3,19865
8,458;4,41491;-7,17093;3,11486
8,4594;4,41491;-7,28825;3,06458
8,4595;4,42688;-7,40557;3,00712
8,4644;4,50589;-7,62344;2,87065
8,4648;4,53941;-7,73357;2,806
8,4655;4,5825;-7,9706;2,69348
8,4673;4,60166;-8,08312;2,6432
8,4691;4,65912;-8,29142;2,52349
8,4763;4,69982;-8,4662;2,39899
8,4764;4,71658;-8,54521;2,34871
8,5117;4,83868;-8,83251;2,16915
8,5128;4,83868;-8,83251;2,16915
8,5128;4,87459;-8,88758;2,12366
8,5128;4,93475;-8,98574;2,01352
8,5128;4,95869;-9,02405;1,96325
8,5128;4,9563;-9,06954;1,86987
8,5128;4,92996;-9,0863;1,83635
8,5128;4,96348;-9,10066;1,79805
8,5128;5,06882;-9,127;1,79565
8,5128;5,10953;-9,12939;1,80044
8,5128;5,04488;-9,01686;1,92973
8,5128;5,04488;-9,01686;1,92973
8,5128;5,00658;-8,9594;1,9824
8,5128;4,92038;-8,86124;2,07817
8,5128;4,81953;-8,81336;2,16436
8,5128;4,77643;-8,72716;2,21224
8,5129;4,67109;-8,66252;2,29843
8,5129;4,60644;-8,61703;2,33674
8,5129;4,46997;-8,50929;2,45645
8,5129;4,44603;-8,47338;2,48279
8,519;4,33111;-8,35367;2,54025
8,519;4,33111;-8,35367;2,54025
8,519;4,25689;-8,29142;2,5594
8,5251;4,15633;-8,23635;2,57137
8,5251;4,12282;-8,22199;2,57377
8,5258;4,09408;-8,20762;2,58334
8,5275;4,00311;-8,1741;2,57377
8,5293;3,90494;-8,1334;2,56419
8,5327;3,80199;-8,11425;2,56419
8,5346;3,73735;-8,09031;2,56658
8,5386;3,49553;-8,02087;2,51152
8,5386;3,49553;-8,02087;2,51152
8,5392;3,43568;-7,99454;2,48997
8,5426;3,32315;-7,9706;2,42533
8,5436;3,27287;-7,95144;2,37984
8,5458;3,16513;-7,88441;2,24576
8,5487;3,11007;-7,83892;2,18112
8,5497;3,00712;-7,76709;2,00395
8,552;2,97839;-7,71442;1,79086
8,5531;2,9736;-7,6785;1,67594
8,5575;2,96402;-7,48697;1,23541
8,5575;2,96402;-7,48697;1,23541
8,5589;2,9712;-7,44387;1,12767
8,5616;2,95923;-7,35768;0,92177
8,5628;2,95444;-7,30501;0,83558
8,5649;2,94966;-7,18051;0,68714
8,5669;2,9712;-7,0608;0,577
8,5688;2,98796;-7,00573;0,54348
8,5719;3,05979;-6,91475;0,48842
8,5734;3,09091;-6,87645;0,47645
8,5777;3,25133;-6,72322;0,55545
8,5778;3,25133;-6,72322;0,55545
8,5792;3,29203;-6,68012;0,59855
8,5822;3,36864;-6,57238;0,79248
8,5832;3,3854;-6,53168;0,87388
8,5853;3,40695;-6,51732;0,97205
8,5922;3,44526;-6,47422;1,18034
8,5923;3,5506;-6,43113;1,44131
8,5923;3,64637;-6,42634;1,71664
8,5931;3,69665;-6,41676;1,86748
8,5987;3,84988;-6,4407;2,49955
8,5987;3,84988;-6,4407;2,49955
8,5994;3,86664;-6,46464;2,67672
8,6021;3,9241;-6,50295;3,02388
8,6029;3,94804;-6,53168;3,1795
8,6057;3,99353;-6,6083;3,47638
8,6076;3,99832;-6,65139;3,61046
8,609;3,97916;-6,76152;3,87382
8,612;3,97437;-6,90278;4,10606
8,6129;3,97198;-6,95546;4,19943
8,618;3,88818;-7,16854;4,45322
8,6197;3,88818;-7,16854;4,45322
8,6202;3,88579;-7,21642;4,46279
8,6231;3,85706;-7,30261;4,41251
8,6231;3,80678;-7,34571;4,34548
8,6255;3,72059;-7,42472;4,13718
8,6273;3,66792;-7,46303;4,00311
8,6294;3,60088;-7,50373;3,67271
8,6318;3,52426;-7,49894;3,29203
8,6335;3,48835;-7,48936;3,08852
8,6379;3,4285;-7,41035;2,21464
8,6379;3,4285;-7,41035;2,21464
8,6389;3,40695;-7,36965;2,01113
8,6418;3,38301;-7,2667;1,60412
8,6431;3,42131;-7,20445;1,22104
8,6453;3,42371;-7,0608;1,0319
8,6472;3,44047;-6,89081;0,66319
8,6489;3,46202;-6,7711;0,48842
8,6518;3,50032;-6,43831;0,07901
8,6532;3,49075;-6,35451;-0,01676
8,6582;3,43568;-6,14861;-0,26576
8,6583;3,43568;-6,14861;-0,26576
8,6589;3,42371;-5,94031;-0,37828
8,6618;3,42371;-5,76075;-0,40223
8,6634;3,41892;-5,68413;-0,38786
8,6668;3,42131;-5,60991;-0,34477
8,6673;3,43568;-5,45908;-0,21787
8,669;3,48356;-5,30585;-0,05028
8,6727;3,5099;-5,14783;0,14844
8,6738;3,52905;-5,07601;0,26815
8,6783;3,83312;-4,89644;0,65362
8,6783;3,83312;-4,82671;0,79966
8,6789;3,90494;-4,75488;0,9481
8,6822;4,0869;-4,56335;1,28569
8,6834;4,19464;-4,44364;1,47243
8,6854;4,35266;-4,24013;1,93451
8,6877;4,39815;-4,15633;2,20745
8,6894;4,50349;-3,98635;2,74854
8,692;4,52025;-3,82833;3,22978
8,6931;4,56095;-3,73256;3,49075
8,6984;4,58729;-3,43568;4,61363
8,6984;4,58729;-3,43568;4,61363
8,6993;4,6232;-3,38061;4,86262
8,7023;4,58011;-3,36864;5,39204
8,7031;4,57293;-3,3854;5,68892
8,7066;4,60405;-3,3854;6,35212
8,7072;4,76446;-3,31597;7,00813
8,7093;4,80277;-3,28484;7,27388
8,7124;4,7908;-3,29442;7,63541
8,713;4,71418;-3,35907;7,72399
8,7177;3,78044;-3,84509;7,63062
8,7177;3,78044;-3,84509;7,63062
8,7189;3,553;-3,9648;7,57316
8,7288;3,32555;-4,23055;7,53246
8,7289;3,35667;-4,28323;7,47979
8,7289;3,38061;-4,34308;7,36486
8,7289;3,4261;-4,45322;6,98658
8,7298;3,51469;-4,50589;6,48619
8,7366;3,62482;-4,53462;6,0289
8,7366;3,68946;-4,52504;5,84215
8,74;4,04859;-4,50349;5,21248
8,74;4,14915;-4,48913;4,997
8,74;4,2138;-4,48195;4,79319
8,7462;4,2928;-4,44364;4,34069
8,7462;4,35026;-4,4197;4,09887
8,7462;4,35745;-4,36463;3,72298
8,747;4,33111;-4,3359;3,57215
8,7489;4,29999;-4,30238;3,36146
8,7522;4,23534;-4,26647;3,33512
8,7529;4,17549;-4,27365;3,39019
8,7581;3,81875;-4,24253;3,89058
8,7581;3,81875;-4,24253;3,89058
8,7596;3,72777;-4,22816;4,07014
8,7618;3,51229;-4,21619;4,45322
8,7629;3,40455;-4,2114;4,65912
8,765;3,30639;-4,15873;5,08798
8,7669;3,27766;-4,12042;5,27473
8,7688;3,2226;-4,07014;5,60752
8,7719;3,17711;-4,05578;5,85652
8,7729;3,18429;-4,04141;5,95707
8,7781;3,11725;-4,02705;6,10551
8,7782;3,11725;-4,02705;6,10551
8,779;3,20344;-3,96719;6,08157
8,7817;3,39737;-3,82833;5,97862
8,7829;3,56018;-3,75171;5,89722
8,785;3,62961;-3,60806;5,66977
8,787;3,83791;-3,48356;5,34176
8,7889;3,91931;-3,39498;5,19332
8,7925;4,01747;-3,16035;4,707
8,793;4,01508;-3,08852;4,58011
8,7975;3,91213;-2,87304;4,38618
8,7975;3,91213;-2,87304;4,38618
8,7991;3,78044;-2,82037;4,39336
8,8017;3,52905;-2,74136;4,50589
8,8028;3,35428;-2,73657;4,62081
8,8049;3,16513;-2,72221;4,76446
8,807;2,70784;-2,70784;5,22924
8,8091;2,06859;-2,75573;5,88764
8,8117;1,39582;-2,91374;6,52929
8,8129;1,05824;-3,02388;6,8142
8,8177;-0,2873;-3,62961;7,61865
8,818;-0,2873;-3,62961;7,61865
8,8192;-0,6177;-3,81636;7,74554
8,8219;-1,1564;-4,17788;7,89159
8,8229;-1,34075;-4,33829;7,91074
8,8253;-1,50595;-4,56814;7,80061
8,8272;-1,49877;-4,63278;7,71921
8,829;-1,33836;-4,66391;7,47021
8,8321;-1,09894;-4,59208;7,17093
8,833;-0,85712;-4,50589;7,02728
8,8375;0,47166;-3,84988;6,41915
8,8383;0,47166;-3,84988;6,41915
8,8391;0,826;-3,62482;6,33057
8,8419;1,44849;-3,16513;6,17495
8,843;1,66876;-2,97599;6,12467
8,845;2,07817;-2,55222;6,08397
8,8473;2,28886;-2,31759;6,03129
8,8489;2,32477;-2,2314;5,9882
8,8518;2,48039;-1,99916;5,97862
8,8529;2,44927;-1,92733;6,00017
8,859;1,98;-2,22661;6,36888
8,859;1,98;-2,22661;6,36888
8,859;1,901;-2,27689;6,51492
8,862;1,75734;-2,55461;7,22361
8,8631;1,64242;-2,72221;7,4726
8,8651;1,54665;-2,88501;7,69287
8,8671;1,64721;-3,0574;8,11425
8,8689;1,92015;-3,08134;8,58351
8,8718;2,27689;-2,90896;9,25149
8,8748;2,48758;-2,74854;9,4957
8,878;3,05979;-2,41096;10,10144
8,878;3,27527;-2,38702;10,25227
8,8792;3,50511;-2,33674;10,32889
8,8818;3,93367;-2,13323;10,39832
8,8831;4,0893;-1,99437;10,39832
8,8852;4,35026;-1,69988;10,24748
8,8869;4,52265;-1,53708;10,13496
8,8888;4,75967;-1,20668;9,77822
8,892;4,76207;-1,1564;9,55077
8,893;4,7501;-1,27611;9,43106
8,8975;4,8315;-1,24977;8,6314
8,8975;4,8315;-1,24977;8,6314
8,899;4,61841;-1,29047;8,43268
8,9017;4,33111;-1,23541;7,93229
8,903;4,09169;-1,28808;7,6809
8,905;3,54821;-1,28808;7,1853
8,9069;3,36625;-1,21386;6,97461
8,9092;2,85149;-1,15401;6,71125
8,9118;2,52828;-1,41497;6,71603
8,9132;2,51631;-1,48919;6,73758
8,9177;2,62883;-1,37667;7,14699
8,9177;2,62883;-1,37667;7,14699
8,9191;2,70545;-1,32639;7,44866
8,9217;2,78924;-1,47962;8,20762
8,9231;2,82995;-1,54665;8,43986
8,9251;3,05021;-1,41258;8,8756
8,9271;3,47399;-0,85712;9,29938
8,929;3,81157;-0,73981;9,59387
8,9317;4,42448;-0,83079;10,09904
8,9329;4,46279;-0,79727;10,23551
8,9377;4,53222;-0,6608;10,25945
8,9378;4,53222;-0,6608;10,25945
8,9393;4,61363;-0,62249;10,04158
8,942;4,70461;-0,35913;9,73273
8,943;4,65433;-0,39983;9,75428
8,945;4,55377;-0,4525;9,73512
8,9469;4,13718;-0,3304;9,3712
8,9488;3,90973;-0,2897;8,81575
8,9518;3,53384;-0,44053;8,40634
8,953;3,2633;-0,4549;8,16213
8,9587;3,06937;-0,0431;7,35289
8,9594;3,06937;-0,0431;7,35289
8,9594;3,02627;0,02394;7,29064
8,962;2,95684;0,05986;7,24276
8,963;2,99754;0,01437;7,20445
8,9652;3,08613;-0,14126;8,02566
8,9672;3,23696;-0,18675;8,38479
8,969;3,73735;-0,05986;8,9594
8,9772;3,92888;0,14605;9,7447
8,9773;3,96719;0,50757;10,09425
8,9778;4,86023;0,72544;10,90589
8,9778;4,86023;0,72544;10,90589
8,9789;5,01855;0,67995;11,03278
8,9827;4,73573;0,30167;10,74308
8,9828;4,68545;0,29688;10,68083
8,9852;4,67588;0,09816;10,17805
8,987;4,63757;0,11013;10,37438
8,9896;4,32872;0,1221;10,6138
8,9931;3,77087;0,2897;10,61619
8,9931;3,56257;0,42856;10,66407
8,9989;3,45004;0,76854;10,30015
8,9989;3,45004;0,76854;10,30015
9,0006;3,47638;0,99599;10,13496
9,0022;3,31597;0,81163;9,64414
9,0033;3,31118;0,52672;9,67048
9,0054;3,64158;0,27294;9,43585
9,007;4,10127;0,35434;9,09587
9,009;3,7565;0,70629;9,36402
9,0118;3,64637;1,652;9,45021
9,0128;3,76368;1,78368;9,44782
9,0173;4,19464;2,09014;9,39754
9,0173;4,19464;2,09014;9,39754
9,0196;4,50589;2,32716;9,34008
9,0221;4,75728;2,6408;9,27304
9,0229;4,8722;2,73418;9,19164
9,0249;5,62428;2,54025;8,81096
9,0269;5,71765;2,52828;8,76547
9,029;5,25318;2,89698;9,04799
9,0318;4,90841;3,15556;8,53563
9,033;4,75728;3,26809;8,31057
9,0377;4,48195;3,35667;7,60428
9,0378;4,48195;3,35667;7,60428
9,039;4,41491;3,28724;7,59231
9,0418;4,42927;3,28484;7,63541
9,0429;4,52504;3,3447;7,75991
9,045;4,71179;3,38301;8,19565
9,047;4,78362;3,43807;8,40395
9,049;4,997;3,63919;8,74392
9,052;5,04009;3,85706;8,98574
9,0532;5,16699;3,80439;9,12221
9,0576;6,74955;3,91452;9,31135
9,0576;6,74955;3,91452;9,31135
9,0594;6,51732;4,07972;9,39515
9,0627;4,56574;4,57053;8,85645
9,0633;4,10366;4,57053;8,76547
9,065;3,74214;4,60166;8,76068
9,0671;3,31597;4,65433;8,90194
9,0692;3,20105;4,68306;9,03602
9,0719;3,13401;4,80516;9,39754
9,0731;3,16992;4,86741;9,51007
9,0779;3,22499;4,97784;9,6633
9,0779;3,22499;4,97784;9,6633
9,0794;3,5099;5,0377;9,68245
9,082;3,9241;5,09755;9,77822
9,0834;4,24492;4,89644;9,82371
9,0851;4,50349;4,97784;9,72555
9,0868;4,27126;5,58118;9,60105
9,0888;3,77805;6,14861;9,28741
9,0918;3,39737;6,51971;9,09587
9,0937;3,24654;6,65618;9,02883
9,0975;3,18668;6,89081;8,81575
9,0976;3,22978;6,91715;8,74632
9,0992;3,304;6,9387;8,68646
9,1016;3,51469;6,91715;8,58112
9,1028;3,65355;6,87166;8,54281
9,1049;3,83312;6,65857;8,49493
9,1115;3,87142;6,52689;8,48774
9,1115;3,17711;6,07678;8,5476
9,1119;3,1364;5,83018;8,73195
9,1129;3,52187;5,83257;8,86124
9,1178;4,54659;5,81581;9,12939
9,1179;4,54659;5,81581;9,12939
9,1188;4,43646;5,73681;9,10784
9,1216;4,15633;5,59555;9,0025
9,124;4,09648;5,54288;8,91152
9,1251;4,14436;5,53809;8,65294
9,127;4,35984;5,66737;8,43028
9,1288;4,52265;5,76075;8,34649
9,1321;5,01855;6,00975;8,16213
9,1331;4,98742;6,00975;8,16213
9,1382;4,40294;6,14621;8,04961
9,1385;4,40294;6,14621;8,04961
9,1398;4,76686;6,38324;8,10467
9,1421;6,21565;6,92912;8,38
9,143;6,5221;7,0201;8,53563
9,1451;6,8118;7,18051;8,71998
9,1471;7,67132;7,54443;9,18206
9,149;8,22678;7,61865;9,43345
9,1524;8,21481;7,6809;9,98891
9,1537;8,0927;7,70723;10,16608
9,1579;7,24276;7,70245;10,49887
9,1579;6,90518;7,70963;10,57788
9,1593;6,57717;7,74315;10,63534
9,1619;5,91637;7,84131;10,64971
9,1634;5,574;7,82934;10,60182
9,1652;4,98503;7,80061;10,34325
9,1674;4,71658;7,69047;10,16608
9,1696;4,22337;7,46542;9,84765
9,172;3,79481;7,23318;9,60105
9,1733;3,64398;7,16136;9,5364
9,179;2,85389;6,82617;9,77582
9,179;2,85389;6,82617;9,77582
9,1801;2,57856;6,69209;9,97694
9,1817;2,09253;6,49577;10,40071
9,1833;1,96564;6,46464;10,65689
9,1853;1,88424;6,5221;11,16446
9,1872;1,83396;6,51971;11,37276
9,1891;1,57778;6,34733;11,61218
9,192;1,87466;6,54126;11,69837
9,1937;2,19069;6,65618;11,74865
9,1985;2,40378;6,3593;11,59542
9,1985;2,40378;6,3593;11,59542
9,1991;2,32716;6,23719;11,50683
9,2023;2,19788;5,92595;11,28657
9,2031;2,19788;5,92595;11,28657
9,205;2,25294;5,87328;11,2291
9,2074;2,33195;5,87088;11,26262
9,2094;2,36308;5,87088;11,30093
9,2126;2,56898;6,01693;11,47571
9,2132;2,66235;6,12946;11,56908
9,2185;2,26013;6,12706;11,82766
9,2194;2,26013;6,12706;11,82766
9,2194;1,52989;5,94271;11,83963
9,2218;2,1045;6,46704;12,03835
9,2271;2,79643;6,84293;12,07665
9,2272;3,61285;7,19009;12,04792
9,2276;4,7501;7,55401;11,94018
9,2295;5,44711;7,87243;11,86357
9,233;5,89004;8,00651;11,94976
9,233;5,75117;7,9275;11,96413
9,2379;4,74531;7,7647;12,03835
9,2379;4,74531;7,79103;12,06947
9,239;4,58729;7,81976;12,09341
9,2427;4,41012;7,89877;12,10778
9,2432;4,36702;7,9299;12,09341
9,245;4,2521;7,94905;12,02398
9,247;4,19464;7,95863;11,98567
9,2489;4,20182;7,97778;11,90427
9,2518;4,24013;8,03763;11,86357
9,253;4,25928;8,06876;11,85639
9,2579;4,18506;8,05439;11,88033
9,258;4,18506;8,05439;11,88033
9,2592;4,13239;8,01609;11,88033
9,2617;4,11563;8,00172;11,94737
9,2629;4,13239;7,99454;11,99046
9,265;4,16831;7,96581;12,08144
9,267;4,16591;7,8868;12,15806
9,2692;4,17309;7,86765;12,182
9,2722;4,15633;7,83652;12,22509
9,2731;4,12282;7,8054;12,25143
9,2784;3,94325;7,75272;12,24185
9,2784;3,94325;7,75272;12,24185
9,2792;3,89776;7,75272;12,21073
9,2818;3,83072;7,76948;12,05271
9,2834;3,82115;7,77667;11,95694
9,2851;3,82115;7,77906;11,8492
9,2869;3,81636;7,78145;11,63133
9,2891;3,83551;7,77906;11,53317
9,2923;3,90015;7,70005;11,33684
