time;X_value;Y_value;Z_value
0,5138;-1,33836;1,05345;10,02003
0,5138;-1,33836;1,02951;10,01046
0,5195;-1,33357;0,9505;9,93624
0,5195;-1,33357;0,9505;9,93624
0,5209;-1,31921;0,92177;9,90272
0,5233;-1,31202;0,87149;9,8285
0,5243;-1,30963;0,85952;9,79737
0,526;-1,30484;0,83797;9,74231
0,5282;-1,30963;0,82121;9,7016
0,5299;-1,29526;0,78769;9,63217
0,533;-1,29766;0,78051;9,55316
0,5345;-1,31442;0,77812;9,52204
0,5403;-1,31442;0,77812;9,40472
0,5404;-1,31442;0,77812;9,40472
0,5404;-1,31202;0,78769;9,38318
0,5432;-1,31681;0,80445;9,38318
0,5439;-1,31442;0,82361;9,39275
0,5469;-1,31921;0,85473;9,40712
0,5483;-1,28569;0,8667;9,41909
0,5528;-1,27132;0,88346;9,42867
0,5554;-1,22104;0,92416;9,42867
0,5554;-1,19471;0,93374;9,42867
0,5594;-1,13246;0,9505;9,44064
0,5595;-1,13246;0,9505;9,44064
0,5602;-1,08697;0,96007;9,44543
0,5628;-1,03908;1,00556;9,47894
0,5639;-1,01754;1,01275;9,48852
0,5661;-0,98881;1,01275;9,4957
0,5679;-0,97444;1,0343;9,4957
0,5701;-0,93853;1,05105;9,4957
0,5727;-0,90261;1,08697;9,47655
0,5743;-0,89064;1,09654;9,47176
0,5803;-0,83797;1,09894;9,45979
0,5803;-0,82839;1,1133;9,44303
0,5803;-0,82361;1,12288;9,42148
0,5843;-0,79487;1,11809;9,38078
0,5855;-0,7853;1,13006;9,36163
0,5863;-0,77812;1,13246;9,32572
0,588;-0,76854;1,13964;9,30177
0,5916;-0,7446;1,13006;9,27065
0,5959;-0,7446;1,12049;9,23713
0,5959;-0,7422;1,12288;9,22755
0,5989;-0,68953;1,12767;9,18446
0,599;-0,68953;1,12767;9,18446
0,5999;-0,67277;1,1157;9,15573
0,6028;-0,63925;1,09894;9,1246
0,604;-0,62489;1,08936;9,10545
0,6061;-0,59376;1,09176;9,07672
0,6082;-0,58658;1,07739;9,05278
0,6112;-0,58897;1,0726;9,04559
0,6134;-0,58419;1,07021;9,04799
0,6147;-0,57461;1,08457;9,06235
0,6194;-0,53391;1,12767;9,11981
0,6196;-0,53391;1,12767;9,11981
0,6214;-0,52672;1,13006;9,14854
0,6235;-0,51236;1,12527;9,21319
0,6246;-0,51715;1,12527;9,22755
0,6267;-0,51475;1,12288;9,23234
0,6293;-0,50757;1,11091;9,25389
0,6303;-0,48842;1,10133;9,27065
0,633;-0,48842;1,06303;9,27783
0,6344;-0,49799;1,02472;9,29459
0,6404;-0,50518;0,93374;9,32572
0,6404;-0,50518;0,89304;9,35205
0,6404;-0,50518;0,85712;9,3736
0,6439;-0,53151;0,78051;9,40233
0,6453;-0,54827;0,73981;9,43106
0,6464;-0,59137;0,69192;9,44543
0,6485;-0,60813;0,59137;9,44782
0,6508;-0,65601;0,49799;9,43824
0,6537;-0,68714;0,40701;9,39754
0,6542;-0,7015;0,36631;9,36642
0,6598;-0,74939;0,23703;9,22995
0,6598;-0,74939;0,23703;9,22995
0,6598;-0,7422;0,22027;9,20601
0,663;-0,71108;0,2059;9,19403
0,6639;-0,68714;0,21069;9,19403
0,6661;-0,63686;0,249;9,19882
0,6679;-0,59855;0,25857;9,2084
0,6699;-0,52672;0,30406;9,23713
0,6726;-0,45011;0,36871;9,24671
0,6739;-0,40941;0,41659;9,24671
0,6791;-0,27533;0,59616;9,23713
0,6793;-0,27533;0,59616;9,23713
0,6798;-0,26576;0,63925;9,22516
0,683;-0,22505;0,75178;9,19882
0,6843;-0,2059;0,80206;9,18446
0,6859;-0,17957;0,88585;9,15573
0,6879;-0,15323;0,96726;9,11981
0,69;-0,15083;1,00556;9,11024
0,6931;-0,16281;1,10373;9,09348
0,6942;-0,17717;1,13485;9,08151
0,6993;-0,24421;1,17795;9,05517
0,6994;-0,24421;1,17795;9,05517
0,7017;-0,25379;1,19471;9,0408
0,7031;-0,26336;1,22823;8,9594
0,7048;-0,27533;1,23301;8,93307
0,7064;-0,2873;1,23301;8,89955
0,7081;-0,30646;1,23301;8,83969
0,711;-0,31364;1,22344;8,79181
0,7132;-0,33279;1,19231;8,73674
0,7142;-0,34237;1,17555;8,71519
0,7202;-0,38068;1,13964;8,65534
0,7202;-0,38068;1,10852;8,6314
0,7202;-0,39504;1,07978;8,60506
0,7238;-0,40701;1,0343;8,56196
0,7242;-0,42617;1,01514;8,53563
0,7262;-0,4549;0,98402;8,48774
0,7283;-0,46687;0,97205;8,4638
0,7302;-0,48602;0,9481;8,42789
0,7331;-0,49799;0,95529;8,44465
0,7344;-0,50518;0,95768;8,4638
0,7392;-0,50039;1,06781;8,64576
0,7392;-0,50039;1,06781;8,64576
0,7401;-0,48842;1,10133;8,7128
0,7459;-0,45969;1,17076;8,878
0,7465;-0,43814;1,21865;8,9618
0,7465;-0,39983;1,29287;9,13897
0,7481;-0,35195;1,37667;9,31135
0,7511;-0,32082;1,41737;9,39993
0,7529;-0,25857;1,50835;9,55795
0,7544;-0,22266;1,55623;9,63217
0,759;-0,10056;1,72861;9,89075
0,759;-0,10056;1,72861;9,89075
0,7603;-0,0838;1,75974;9,94342
0,7637;-0,03591;1,81002;10,10383
0,7642;-0,02394;1,81241;10,14932
0,7666;-0,02634;1,80283;10,18523
0,7686;-0,03831;1,78129;10,25706
0,7706;-0,0407;1,76932;10,28818
0,7731;-0,09577;1,6927;10,32649
0,7742;-0,11013;1,68552;10,33128
0,7788;-0,18914;1,62806;10,33607
0,7788;-0,18914;1,62806;10,33607
0,7799;-0,249;1,57299;10,33846
0,7835;-0,27773;1,52989;10,34086
0,7838;-0,29209;1,49877;10,33607
0,7859;-0,29449;1,47722;10,3241
0,788;-0,29209;1,48441;10,31452
0,791;-0,29688;1,49159;10,2834
0,7935;-0,33998;1,46525;10,26903
0,7943;-0,35913;1,46286;10,24988
0,7996;-0,42856;1,52989;10,1589
0,7996;-0,42856;1,52989;10,1589
0,8015;-0,4549;1,53708;10,12538
0,803;-0,51715;1,58975;10,05595
0,8043;-0,52912;1,61848;10,02003
0,8079;-0,54348;1,67115;9,94581
0,8079;-0,54109;1,67834;9,92426
0,8106;-0,52672;1,72143;9,88835
0,8128;-0,49799;1,74537;9,86202
0,8145;-0,47884;1,75256;9,86202
0,8197;-0,4525;1,76692;9,8668
0,8197;-0,4525;1,76692;9,8668
0,8206;-0,45729;1,77171;9,8668
0,8232;-0,46208;1,75974;9,8692
0,8245;-0,46926;1,76213;9,86202
0,8263;-0,49799;1,75734;9,86202
0,8285;-0,55067;1,76213;9,87638
0,8303;-0,5794;1,76453;9,88596
0,8333;-0,68474;1,76932;9,89793
0,8385;-0,71108;1,77171;9,90272
0,839;-0,76375;1,79565;9,97933
0,839;-0,76375;1,79565;9,97933
0,8403;-0,78051;1,80762;10,00327
0,8431;-0,84994;1,83396;10,07989
0,844;-0,8691;1,83156;10,10144
0,8461;-0,90022;1,83156;10,1158
0,8478;-0,92416;1,84354;10,15411
0,8498;-0,96486;1,87466;10,16369
0,8525;-0,98881;1,88424;10,1589
0,8545;-1,00078;1,89142;10,15171
0,8598;-0,99838;1,89621;10,17087
0,8608;-0,99838;1,89621;10,17087
0,8609;-0,97683;1,8986;10,18044
0,8632;-0,9505;1,88903;10,1996
0,8638;-0,93134;1,89381;10,20918
0,8661;-0,89543;1,90578;10,21396
0,8683;-0,88825;1,89381;10,20918
0,8702;-0,88825;1,88184;10,20439
0,8732;-0,90261;1,88184;10,18523
0,8749;-0,90022;1,88184;10,17805
0,8814;-0,92416;1,89381;10,14214
0,8814;-0,92416;1,89381;10,14214
0,8814;-0,91698;1,89621;10,13496
0,883;-0,90501;1,8986;10,11341
0,8842;-0,89543;1,901;10,09425
0,8859;-0,87388;1,91536;10,06073
0,8879;-0,86431;1,91297;10,02243
0,8904;-0,8691;1,91776;9,9937
0,8933;-0,8691;1,92254;9,94102
0,8953;-0,86191;1,92733;9,91229
0,8988;-0,87867;1,95846;9,77104
0,8989;-0,87867;1,95846;9,77104
0,8999;-0,87149;1,97522;9,74231
0,9028;-0,86431;2,01831;9,64893
0,9045;-0,86191;2,02549;9,62978
0,9061;-0,86431;2,0231;9,61063
0,9078;-0,87628;2,04465;9,56992
0,9101;-0,87867;2,05183;9,55556
0,9132;-0,87628;2,09253;9,59387
0,9149;-0,87149;2,11408;9,60584
0,9193;-0,84994;2,12605;9,63936
0,9193;-0,84994;2,12605;9,63936
0,9206;-0,83318;2,1452;9,66809
0,9232;-0,82121;2,14042;9,67527
0,9242;-0,81403;2,13563;9,67527
0,9261;-0,77572;2,13323;9,68006
0,9284;-0,76614;2,12845;9,67287
0,9301;-0,75657;2,13563;9,6609
0,9332;-0,73981;2,13323;9,63696
0,9339;-0,73981;2,13563;9,62738
0,9398;-0,75657;2,11169;9,61541
0,9399;-0,75657;2,11169;9,61541
0,9415;-0,76614;2,11647;9,61781
0,9434;-0,78051;2,11887;9,62499
0,9441;-0,79248;2,10929;9,63217
0,9466;-0,82361;2,1069;9,63457
0,9486;-0,84276;2,11169;9,63696
0,9506;-0,8667;2,09971;9,6609
0,9532;-0,90501;2,09253;9,68484
0,9538;-0,91698;2,06859;9,68963
0,9598;-0,90261;2,03986;9,7447
0,9599;-0,90261;2,03986;9,7447
0,9611;-0,9074;2,03507;9,74709
0,9633;-0,92177;2,05662;9,7854
0,9645;-0,92177;2,0638;9,81892
0,9666;-0,88107;2,06859;9,9099
0,9685;-0,84036;2,08296;10,00088
0,9702;-0,826;2,09732;10,05355
0,9733;-0,7829;2,09493;10,18523
0,9747;-0,77333;2,1045;10,22833
0,9801;-0,72784;2,1476;10,30255
0,9801;-0,72784;2,1476;10,30255
0,9802;-0,71108;2,15478;10,31691
0,9839;-0,68953;2,17633;10,35283
0,9845;-0,67516;2,1883;10,35043
0,9873;-0,6608;2,19548;10,34086
0,9886;-0,64643;2,20745;10,33367
0,9921;-0,62489;2,21224;10,30973
0,9939;-0,60573;2,24576;10,2834
0,9984;-0,60334;2,25294;10,27382
1,0022;-0,58658;2,23858;10,22115
1,0023;-0,58658;2,23618;10,21157
1,0023;-0,60094;2,2314;10,20199
1,004;-0,6177;2,22182;10,1589
1,0044;-0,61292;2,21224;10,13496
1,0062;-0,59376;2,19548;10,09665
1,0081;-0,60094;2,17633;10,06313
1,0101;-0,6177;2,1452;10,00806
1,0143;-0,65122;2,11169;9,9506
1,0143;-0,64643;2,09014;9,9099
1,0203;-0,66798;2,00874;9,76385
1,0203;-0,66798;2,00874;9,76385
1,0204;-0,68235;1,99437;9,73034
1,0232;-0,68235;1,95606;9,6609
1,0244;-0,69192;1,94409;9,62499
1,0269;-0,72065;1,93691;9,56753
1,0285;-0,73981;1,90339;9,53401
1,0301;-0,75657;1,88663;9,51965
1,033;-0,78051;1,87227;9,4981
1,0345;-0,79727;1,86269;9,50289
1,0395;-0,87628;1,85072;9,52443
1,0395;-0,87628;1,85072;9,52443
1,0405;-0,89543;1,85551;9,52443
1,0431;-0,93613;1,83635;9,55556
1,0447;-0,95768;1,83156;9,56035
1,0461;-0,97205;1,82917;9,56274
1,0481;-1,01275;1,82438;9,58189
1,0509;-1,02472;1,82438;9,59147
1,0534;-1,05105;1,81241;9,59865
1,054;-1,06781;1,80283;9,59147
1,0598;-1,10133;1,80283;9,54598
1,0598;-1,11091;1,80283;9,54598
1,0613;-1,12049;1,79565;9,51725
1,0637;-1,13485;1,81241;9,49331
1,0649;-1,14682;1,81959;9,47655
1,0673;-1,1564;1,82199;9,46937
1,0682;-1,18034;1,84354;9,46937
1,0708;-1,21147;1,84832;9,46458
1,0727;-1,25217;1,84593;9,47894
1,0741;-1,24977;1,84593;9,47894
1,0796;-1,22823;1,85311;9,46218
1,0796;-1,22823;1,85311;9,46218
1,0809;-1,23301;1,85311;9,46458
1,0836;-1,2402;1,83396;9,46697
1,0848;-1,2402;1,8172;9,46697
1,0868;-1,26174;1,80283;9,4981
1,0881;-1,2785;1,79086;9,52922
1,0906;-1,28808;1,78129;9,61302
1,0927;-1,30005;1,77171;9,74949
1,0941;-1,30963;1,76453;9,80934
1,0998;-1,29766;1,74777;10,07749
1,0998;-1,29766;1,74777;10,07749
1,1011;-1,30005;1,74058;10,14932
1,1037;-1,29287;1,69988;10,27861
1,1044;-1,29526;1,68791;10,33128
1,1062;-1,30723;1,64242;10,42705
1,108;-1,28569;1,60172;10,49648
1,1101;-1,26893;1,58736;10,52521
1,1143;-1,22583;1,52271;10,59225
1,1154;-1,22344;1,47483;10,59225
1,1193;-1,21865;1,41018;10,56352
1,1193;-1,21865;1,41018;10,56352
1,1209;-1,21386;1,38385;10,53479
1,1238;-1,22104;1,32639;10,41986
1,124;-1,21865;1,30723;10,37916
1,1268;-1,22104;1,28808;10,32649
1,1337;-1,20428;1,26653;10,23791
1,1337;-1,17555;1,2402;10,11101
1,1337;-1,18034;1,23062;9,97215
1,1364;-1,18513;1,24259;9,90272
1,14;-1,1971;1,2785;9,69921
1,14;-1,1971;1,27611;9,63457
1,14;-1,19471;1,28808;9,56274
1,1425;-1,23301;1,31442;9,4143
1,1451;-1,24977;1,32878;9,35684
1,1459;-1,25456;1,37906;9,26347
1,1489;-1,26414;1,38864;9,22276
1,151;-1,2809;1,41737;9,16291
1,1533;-1,29287;1,46525;9,13178
1,1539;-1,29766;1,47722;9,11981
1,1592;-1,34794;1,52989;9,10305
1,1592;-1,34794;1,52989;9,10305
1,1612;-1,35991;1,52989;9,09348
1,1634;-1,38145;1,52989;9,0863
1,1647;-1,39582;1,53708;9,0863
1,1668;-1,42694;1,54665;9,10066
1,1686;-1,4461;1,55623;9,11024
1,1703;-1,46286;1,56581;9,11503
1,1733;-1,47722;1,5682;9,12939
1,1747;-1,47004;1,57778;9,13657
1,1798;-1,50595;1,55623;9,1653
1,1798;-1,50595;1,55623;9,1653
1,1804;-1,50835;1,56102;9,17009
1,1836;-1,51553;1,57538;9,15573
1,1848;-1,51792;1,57299;9,15812
1,1868;-1,51553;1,58257;9,16291
1,1887;-1,53708;1,59693;9,17009
1,1907;-1,53708;1,60412;9,17967
1,1933;-1,54187;1,62327;9,19164
1,1947;-1,54426;1,64003;9,20361
1,1996;-1,54187;1,67834;9,23713
1,1996;-1,54187;1,67834;9,23713
1,2012;-1,53947;1,70946;9,24431
1,2036;-1,53468;1,72143;9,25628
1,2049;-1,5275;1,72622;9,26107
1,2063;-1,51792;1,71664;9,27304
1,2084;-1,49877;1,69749;9,28022
1,2109;-1,45328;1,69031;9,29459
1,2135;-1,41258;1,71904;9,29938
1,2142;-1,38624;1,73819;9,2922
1,2193;-1,2402;1,75256;9,28022
1,2194;-1,2402;1,75256;9,28022
1,2204;-1,19231;1,76932;9,28022
1,2229;-1,13485;1,80762;9,2898
1,2241;-1,10612;1,83396;9,29938
1,2261;-1,06303;1,88903;9,31614
1,2279;-1,04866;1,91057;9,33529
1,2301;-0,9912;1,96564;9,36881
1,2328;-0,96486;1,99676;9,39993
1,2343;-0,9481;2,01113;9,41191
1,24;-0,91937;2,04465;9,48852
1,2411;-0,91937;2,04465;9,48852
1,2412;-0,91698;2,04225;9,4957
1,2439;-0,91698;2,02071;9,51007
1,2487;-0,91937;2,00874;9,52204
1,2487;-0,90501;1,97282;9,5388
1,2487;-0,88346;1,94649;9,54838
1,2506;-0,87867;1,95367;9,55556
1,2534;-0,88585;1,95367;9,56274
1,2546;-0,90022;1,92733;9,56035
1,2598;-0,97683;1,89621;9,52683
1,2599;-0,97683;1,89621;9,52683
1,2605;-1,00556;1,88903;9,50289
1,2661;-1,05345;1,85311;9,43824
1,2661;-1,07739;1,84114;9,40712
1,2668;-1,10612;1,82678;9,38796
1,2686;-1,1564;1,80283;9,34487
1,2708;-1,22823;1,80762;9,28022
1,2731;-1,25935;1,80044;9,22755
1,2742;-1,27132;1,80283;9,20601
1,2793;-1,32399;1,79805;9,13897
1,2794;-1,33357;1,79565;9,12221
1,2808;-1,34794;1,80283;9,11742
1,2837;-1,37906;1,80523;9,07911
1,2848;-1,37906;1,81002;9,05996
1,2867;-1,39343;1,81002;9,0432
1,2882;-1,40061;1,80523;9,02405
1,2907;-1,42455;1,81959;8,99292
1,2941;-1,41737;1,82917;8,94983
1,2941;-1,41737;1,83635;8,93546
1,3002;-1,38624;1,86269;8,89955
1,3002;-1,38624;1,86269;8,89955
1,3002;-1,39103;1,87227;8,89715
1,3037;-1,38624;1,88424;8,88758
1,305;-1,38145;1,89381;8,88997
1,3071;-1,40061;1,90339;8,88279
1,3078;-1,41737;1,90578;8,88279
1,3101;-1,42694;1,9417;8,89476
1,313;-1,45089;1,9417;8,94025
1,3142;-1,47004;1,93691;8,96419
1,3207;-1,50595;1,95367;9,10784
1,3207;-1,50595;1,95367;9,10784
1,3207;-1,52032;1,94888;9,17009
1,3234;-1,54665;1,96085;9,28262
1,3259;-1,53708;1,93691;9,40472
1,3272;-1,53947;1,92973;9,47416
